TenantId,Application,UserDomain,UserAgent,RecordType,TimeGenerated [UTC],Operation,OrganizationId,OrganizationId_,UserType,UserKey,OfficeWorkload,ResultStatus,ResultReasonType,OfficeObjectId,UserId,UserId_,ClientIP,ClientIP_,Scope,Site_,ItemType,EventSource,Source_Name,MachineDomainInfo,MachineId,Site_Url,Site_Url_,SourceRelativeUrl,SourceRelativeUrl_,SourceFileName,SourceFileName_,SourceFileExtension,DestinationRelativeUrl,DestinationFileName,DestinationFileExtension,UserSharedWith,SharingType,CustomEvent,Event_Data,ModifiedObjectResolvedName,Parameters,ExternalAccess,OriginatingServer,OrganizationName,Logon_Type,InternalLogonType,MailboxGuid,MailboxOwnerUPN,MailboxOwnerSid,MailboxOwnerMasterAccountSid,LogonUserSid,LogonUserDisplayName,ClientInfoString,Client_IPAddress,ClientMachineName,ClientProcessName,ClientVersion,Folder,CrossMailboxOperations,DestMailboxId,DestMailboxOwnerUPN,DestMailboxOwnerSid,DestMailboxOwnerMasterAccountSid,DestFolder,Folders,AffectedItems,Item,ModifiedProperties,SendAsUserSmtp,SendAsUserMailboxGuid,SendOnBehalfOfUserSmtp,SendonBehalfOfUserMailboxGuid,ExtendedProperties,Client,LoginStatus,Actor,ActorContextId,ActorIpAddress,InterSystemsId,IntraSystemId,SupportTicketId,TargetContextId,DataCenterSecurityEventType,EffectiveOrganization,ElevationTime [UTC],ElevationApprover,ElevationApprovedTime [UTC],ElevationRequestId,ElevationRole,ElevationDuration,GenericInfo,SourceSystem,OfficeId,SourceRecordId,AzureActiveDirectory_EventType,AADTarget,Start_Time [UTC],OfficeTenantId,OfficeTenantId_,TargetUserOrGroupName,TargetUserOrGroupType,MessageId,Members,TeamName,TeamGuid,ChannelType,ChannelName,ChannelGuid,ExtraProperties,AddOnType,AddonName,TabType,Name,OldValue,NewValue,ItemName,ChatThreadId,ChatName,CommunicationType,AADGroupId,AddOnGuid,AppDistributionMode,TargetUserId,OperationScope,AzureADAppId,OperationProperties,AppId,ClientAppId,Type,_ResourceId
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",SharePoint,"4/28/2021, 3:05:26.000 PM",PageViewed,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,Regular,i:0h.f|membership|10032000c7584fec@live.com,SharePoint,,,https://m365x816222-admin.sharepoint.com/_layouts/15/online/handlers/SpoSuiteLinks.ashx,admin@m365x816222.onmicrosoft.com,admin@m365x816222.onmicrosoft.com,175.45.176.99,175.45.176.99,,6fecb81b-38cb-4ba7-a842-d529c504f4d9,Page,SharePoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4/28/2021, 3:13:17.000 PM",,,,,,,OfficeActivityManager,84365963-570a-4424-38da-08d90a570e02,84365963-570a-4424-38da-08d90a570e02,,,"4/28/2021, 3:13:17.000 PM",$RestApiTenantId$,$RestApiTenantId$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OfficeActivity,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",SharePoint,"4/28/2021, 3:05:24.000 PM",PageViewed,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,Regular,i:0h.f|membership|10032000c7584fec@live.com,SharePoint,,,https://m365x816222-admin.sharepoint.com/_layouts/15/online/AdminHome.aspx,admin@m365x816222.onmicrosoft.com,admin@m365x816222.onmicrosoft.com,175.45.176.99,175.45.176.99,,6fecb81b-38cb-4ba7-a842-d529c504f4d9,Page,SharePoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4/28/2021, 3:13:17.000 PM",,,,,,,OfficeActivityManager,38d99a5f-e6d7-4786-59cd-08d90a570cc0,38d99a5f-e6d7-4786-59cd-08d90a570cc0,,,"4/28/2021, 3:13:17.000 PM",$RestApiTenantId$,$RestApiTenantId$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OfficeActivity,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,,,,50,"4/28/2021, 2:54:37.000 PM",MailItemsAccessed,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,Regular,10032000C757D25F,Exchange,Succeeded,Succeeded,,AdeleV@M365x816222.OnMicrosoft.com,AdeleV@M365x816222.OnMicrosoft.com,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"MWHPR06MB3440 (15.20.4065.028)
",M365x816222.onmicrosoft.com,Owner,0,1799af14-918d-4035-98f7-536ec791ef58,AdeleV@M365x816222.OnMicrosoft.com,S-1-5-21-430410588-604023349-2071471134-35151074,,S-1-5-21-430410588-604023349-2071471134-35151074,,Client=REST;Client=RESTSystem;;,2603:10b6:5:345::11,,,,,,,,,,,"[
  {
    ""FolderItems"": [
      {
        ""InternetMessageId"": ""<a0e3cf57-a505-4353-a5a3-ca1b541fb94d@DM6NAM12FT058.eop-nam12.prod.protection.outlook.com>""
      }
    ],
    ""Id"": ""LgAAAAC4lQ2Ye4hSS4if7gF6ji8JAQA45WDUjdASSYqMiyC3ZEqOAAAAAAEMAAAB"",
    ""Path"": ""\\Inbox""
  },
  {
    ""FolderItems"": [
      {
        ""InternetMessageId"": ""<MWHPR06MB3440F17C12BF790009F16851D9409@MWHPR06MB3440.namprd06.prod.outlook.com>""
      },
      {
        ""InternetMessageId"": ""<odspmicro-ReceivedShareActivity-cdb1c29f-50de-c000-3135-76a9d4a0270d-4126b548-ec7e-4b0f-b0c7-6b3a4f8e3677-19849670-a773-43c5-9fe5-5b5a30d74b55@RD0003FF89F51F>""
      }
    ],
    ""Id"": ""LgAAAAC4lQ2Ye4hSS4if7gF6ji8JAQA45WDUjdASSYqMiyC3ZEqOAAAAAAEJAAAB"",
    ""Path"": ""\\Sent Items""
  }
]",,,,,,,,,,,,,,,,,,,,"4/28/2021, 3:01:57.000 PM",,,,,,,OfficeActivityManager,2ad854c0-d9c3-43b5-95d8-826aea0d10ca,2ad854c0-d9c3-43b5-95d8-826aea0d10ca,,,"4/28/2021, 3:01:57.000 PM",$RestApiTenantId$,$RestApiTenantId$,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""Value"":""Bind"",""Name"":""MailAccessType""},{""Value"":""False"",""Name"":""IsThrottled""}]",8a18aa92-0a1e-4e06-abd0-e118fa4787b1,3c8e478f-21ca-493a-b87c-c7366d664d54,OfficeActivity,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,,,OfficePods,SharePointFileOperation,"4/28/2021, 2:50:22.000 PM",FileAccessed,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,Regular,i:0h.f|membership|10032000c757d25f@live.com,OneDrive,,,https://m365x816222-my.sharepoint.com/personal/adelev_m365x816222_onmicrosoft_com/Documents/QT1000 Marketing Plan.pptx,adelev@m365x816222.onmicrosoft.com,adelev@m365x816222.onmicrosoft.com,52.232.229.242,52.232.229.242,,1ae92c12-26d9-4542-95cc-267570cb587e,File,SharePoint,,,,https://m365x816222-my.sharepoint.com/personal/adelev_m365x816222_onmicrosoft_com/,https://m365x816222-my.sharepoint.com/personal/adelev_m365x816222_onmicrosoft_com/,Documents,Documents,QT1000 Marketing Plan.pptx,QT1000 Marketing Plan.pptx,pptx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4/28/2021, 2:58:17.000 PM",,,,,,,OfficeActivityManager,fa28f91d-86c4-40a8-f621-08d90a54f336,fa28f91d-86c4-40a8-f621-08d90a54f336,,,"4/28/2021, 2:58:17.000 PM",$RestApiTenantId$,$RestApiTenantId$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OfficeActivity,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",SharePointFileOperation,"4/28/2021, 2:50:14.000 PM",FileAccessed,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,Regular,i:0h.f|membership|10032000c757d25f@live.com,OneDrive,,,https://m365x816222-my.sharepoint.com/personal/adelev_m365x816222_onmicrosoft_com/Documents/office_activity_inbox_rule.csv,adelev@m365x816222.onmicrosoft.com,adelev@m365x816222.onmicrosoft.com,175.45.176.99,175.45.176.99,,1ae92c12-26d9-4542-95cc-267570cb587e,File,SharePoint,,,,https://m365x816222-my.sharepoint.com/personal/adelev_m365x816222_onmicrosoft_com/,https://m365x816222-my.sharepoint.com/personal/adelev_m365x816222_onmicrosoft_com/,Documents,Documents,office_activity_inbox_rule.csv,office_activity_inbox_rule.csv,csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4/28/2021, 2:58:17.000 PM",,,,,,,OfficeActivityManager,5fa8e714-cec1-4673-1ba3-08d90a54eebb,5fa8e714-cec1-4673-1ba3-08d90a54eebb,,,"4/28/2021, 2:58:17.000 PM",$RestApiTenantId$,$RestApiTenantId$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OfficeActivity,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",SharePointFileOperation,"4/28/2021, 2:45:26.000 PM",FileDeleted,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,Regular,i:0h.f|membership|10032000c757d25f@live.com,OneDrive,,,https://m365x816222-my.sharepoint.com/personal/adelev_m365x816222_onmicrosoft_com/Documents/Timesheet_AdeleV.xlsx,adelev@m365x816222.onmicrosoft.com,adelev@m365x816222.onmicrosoft.com,175.45.176.99,175.45.176.99,,1ae92c12-26d9-4542-95cc-267570cb587e,File,SharePoint,,,,https://m365x816222-my.sharepoint.com/personal/adelev_m365x816222_onmicrosoft_com/,https://m365x816222-my.sharepoint.com/personal/adelev_m365x816222_onmicrosoft_com/,Documents,Documents,Timesheet_AdeleV.xlsx,Timesheet_AdeleV.xlsx,xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4/28/2021, 2:53:20.000 PM",,,,,,,OfficeActivityManager,56dab345-b820-4018-489b-08d90a5442ac,56dab345-b820-4018-489b-08d90a5442ac,,,"4/28/2021, 2:53:20.000 PM",$RestApiTenantId$,$RestApiTenantId$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OfficeActivity,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,,,,ComplianceDLPSharePoint,"4/28/2021, 2:44:51.000 PM",DLPRuleUndo,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,System,DlpPolicyEventBasedAssistantOneDriveForBusiness,OneDrive,,,c15e9245-9033-4eb7-9e2a-9c277fdfa8cd,DlpPolicyEventBasedAssistantOneDriveForBusiness,DlpPolicyEventBasedAssistantOneDriveForBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4/28/2021, 2:53:20.000 PM",,,,,,,OfficeActivityManager,9b7c3de9-b51a-4a38-9704-2eed1debdb05,9b7c3de9-b51a-4a38-9704-2eed1debdb05,,,"4/28/2021, 2:53:20.000 PM",$RestApiTenantId$,$RestApiTenantId$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OfficeActivity,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,,,,ComplianceDLPSharePoint,"4/28/2021, 2:44:51.000 PM",DLPRuleUndo,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,System,DlpPolicyEventBasedAssistantOneDriveForBusiness,OneDrive,,,c15e9245-9033-4eb7-9e2a-9c277fdfa8cd,DlpPolicyEventBasedAssistantOneDriveForBusiness,DlpPolicyEventBasedAssistantOneDriveForBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4/28/2021, 2:53:20.000 PM",,,,,,,OfficeActivityManager,49d454d7-eb96-4969-b444-3c6f0f71fc02,49d454d7-eb96-4969-b444-3c6f0f71fc02,,,"4/28/2021, 2:53:20.000 PM",$RestApiTenantId$,$RestApiTenantId$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OfficeActivity,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",SharePointFileOperation,"4/28/2021, 2:44:24.000 PM",FileAccessed,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,Regular,i:0h.f|membership|10032000c757d25f@live.com,OneDrive,,,https://m365x816222-my.sharepoint.com/personal/adelev_m365x816222_onmicrosoft_com/Documents/Forms/All.aspx,adelev@m365x816222.onmicrosoft.com,adelev@m365x816222.onmicrosoft.com,175.45.176.99,175.45.176.99,,1ae92c12-26d9-4542-95cc-267570cb587e,File,SharePoint,,,,https://m365x816222-my.sharepoint.com/personal/adelev_m365x816222_onmicrosoft_com/,https://m365x816222-my.sharepoint.com/personal/adelev_m365x816222_onmicrosoft_com/,Documents/Forms,Documents/Forms,All.aspx,All.aspx,aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4/28/2021, 2:53:20.000 PM",,,,,,,OfficeActivityManager,a2cffea7-7da5-4407-a864-08d90a541e05,a2cffea7-7da5-4407-a864-08d90a541e05,,,"4/28/2021, 2:53:20.000 PM",$RestApiTenantId$,$RestApiTenantId$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OfficeActivity,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",SharePoint,"4/28/2021, 2:44:24.000 PM",PageViewed,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,Regular,i:0h.f|membership|10032000c757d25f@live.com,SharePoint,,,https://m365x816222-my.sharepoint.com/_layouts/15/OfficeExtensionManager.aspx,adelev@m365x816222.onmicrosoft.com,adelev@m365x816222.onmicrosoft.com,175.45.176.99,175.45.176.99,,2c048610-040c-4327-a973-fc1fc6a3aadd,Page,SharePoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4/28/2021, 2:53:20.000 PM",,,,,,,OfficeActivityManager,3648c7b9-e69b-447d-55ec-08d90a541e09,3648c7b9-e69b-447d-55ec-08d90a541e09,,,"4/28/2021, 2:53:20.000 PM",$RestApiTenantId$,$RestApiTenantId$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OfficeActivity,
