TenantId,TimeGenerated [UTC],DeviceVendor,DeviceProduct,DeviceVersion,DeviceEventClassID,Activity,LogSeverity,OriginalLogSeverity,AdditionalExtensions,DeviceAction,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,CommunicationDirection,DeviceDnsDomain,DeviceExternalID,DeviceFacility,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DestinationPort,DestinationIP,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceAddress,DeviceName,DeviceMacAddress,ProcessID,EndTime [UTC],ExternalID,ExtID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePath,FilePermission,FileType,FileName,FileSize,ReceivedBytes,Message,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,EventOutcome,Protocol,Reason,RequestURL,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,ReceiptTime,SourceHostName,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,SourcePort,SourceIP,StartTime [UTC],SourceUserID,SourceUserName,EventType,DeviceEventCategory,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,FieldDeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,FieldDeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,FieldDeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,Computer,SourceSystem,SimplifiedDeviceAction,CollectorHostName,Type,_ResourceId
2e0bbf4a-31d9-471d-b063-6b5e5e3d7ef9,"8/17/2025, 6:52:13 AM",CheckPoint,VPN-1 & FireWall-1,6,RNA:1003:1,CONNECTION STATISTICS,7,,bytesOut=106;end=1691735642000;start=1691735642000,Block,ICMP,1,internal.checkpoint.com,ping,10.30.40.51,8080,Outbound,checkpoint.local,1001,firewall,LAN-inside,,DMZ,payload123,icmp.exe,10.50.5.99,host-dmz-50.local,00:11:22:33:44:55,DMZ-DOMAIN,4567,Admin,icmp.exe,8,10.30.40.50,UTC,uid-dest-001,destuser,10.50.5.100,checkpoint-fw01,AA:BB:CC:DD:EE:FF,3,"8/17/2025, 6:52:13 AM",,3638,,,,,,,,,,,,,,,,,,,,,,,1,Intrusion Block,,ICMP client,,,,1.69174E+12,,,,,,,,,,,8,10.50.40.100,,,"{'blockType': 0, 'blockLength': 35, 'data': 'No Authentication Required'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,00000000-0000-0000-0000-000064d5d5ed,fwPolicy,268434457,fwRule,LAN,ingressZone,DMZ,egressZone,,secIntelCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,localhost.localdomain,OpsManager,Block,,CommonSecurityLog,
2e0bbf4a-31d9-471d-b063-6b5e5e3d7ef9,"8/17/2025, 6:52:13 AM",CheckPoint,VPN-1 & FireWall-1,6,RNA:1003:1,CONNECTION STATISTICS,7,,bytesOut=106;end=1691735642000;start=1691735642000,Block,ICMP,1,youtube.com,https,100.200.30.51,443,Outbound,checkpoint.local,1002,firewall,LAN-inside,,DMZ,payload124,chrome.exe,10.50.5.99,web-wan-server.external,11:22:33:44:55:66,EXTERNAL-DOM,4568,User,chrome.exe,443,10.30.40.50,UTC,uid-dest-002,webuser,10.50.5.100,checkpoint-fw01,AA:BB:CC:DD:EE:FF,3,"8/17/2025, 6:51:59 AM",,3638,,,,,,,,,,,,,,,,,,,,,,,1,Intrusion Block,,ICMP client,,,,1.69174E+12,,,,,,,,,,,8,10.50.40.100,,,"{'blockType': 0, 'blockLength': 35, 'data': 'No Authentication Required'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,00000000-0000-0000-0000-000064d5d5ed,fwPolicy,268434457,fwRule,LAN,ingressZone,DMZ,egressZone,,secIntelCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,localhost.localdomain,OpsManager,Block,,CommonSecurityLog,
2e0bbf4a-31d9-471d-b063-6b5e5e3d7ef9,"8/17/2025, 6:52:13 AM",CheckPoint,VPN-1 & FireWall-1,6,RNA:1003:1,CONNECTION STATISTICS,7,,bytesOut=74;end=1691735867000;start=1691735867000,Block,ICMP,1,external.net,unknown,11.12.13.15,8080,Inbound,checkpoint.local,1003,firewall,LAN-inside,,DMZ,payload125,unknown.exe,10.50.5.99,server-wan-14.external,22:33:44:55:66:77,EXTERNAL-DOM,4569,User,unknown.exe,443,10.30.40.50,UTC,uid-dest-003,extuser,10.50.5.100,checkpoint-fw01,AA:BB:CC:DD:EE:FF,3,"8/17/2025, 6:52:08 AM",,3666,,,,,,,,,,,,,,,,,,,,,,,1,Intrusion Block,,ICMP client,,,,1.69174E+12,,,,,,,,,,,8,10.50.40.100,,,"{'blockType': 0, 'blockLength': 35, 'data': 'No Authentication Required'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,00000000-0000-0000-0000-000064d5d5ed,fwPolicy,268434457,fwRule,LAN,ingressZone,DMZ,egressZone,,secIntelCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,localhost.localdomain,OpsManager,Block,,CommonSecurityLog,
2e0bbf4a-31d9-471d-b063-6b5e5e3d7ef9,"8/17/2025, 6:52:13 AM",CheckPoint,VPN-1 & FireWall-1,6,RNA:1003:1,CONNECTION STATISTICS,7,,bytesOut=74;end=1691735867000;start=1691735867000,Block,ICMP,1,internal.checkpoint.com,ping,10.30.40.51,8081,Outbound,checkpoint.local,1004,firewall,LAN-inside,,DMZ,payload126,icmp.exe,10.50.5.99,host-dmz-51.local,33:44:55:66:77:88,DMZ-DOMAIN,4570,Admin,icmp.exe,8,10.30.40.50,UTC,uid-dest-004,ipsuser,10.50.5.100,checkpoint-fw01,AA:BB:CC:DD:EE:FF,3,"8/17/2025, 6:52:13 AM",,3666,,,,,,,,,,,,,,,,,,,,,,,1,Intrusion Block,,ICMP client,,,,1.69174E+12,,,,,,,,,,,8,10.50.40.100,,,"{'blockType': 0, 'blockLength': 35, 'data': 'No Authentication Required'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,00000000-0000-0000-0000-000064d5d5ed,fwPolicy,268434457,fwRule,LAN,ingressZone,DMZ,egressZone,,secIntelCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,localhost.localdomain,OpsManager,Block,,CommonSecurityLog,
2e0bbf4a-31d9-471d-b063-6b5e5e3d7ef9,"8/17/2025, 6:52:13 AM",CheckPoint,VPN-1 & FireWall-1,6,RNA:1003:1,CONNECTION STATISTICS,7,,bytesOut=74;end=1691735927000;start=1691735927000,Block,ICMP,1,windowsupdate.com,http,2.3.4.6,8080,Outbound,checkpoint.local,1005,firewall,LAN-inside,,DMZ,payload127,WindowsUpdate.exe,10.50.5.99,update-server.external,44:55:66:77:88:99,EXTERNAL-DOM,4571,System,WindowsUpdate.exe,80,10.30.40.50,UTC,uid-dest-005,systemuser,10.50.5.100,checkpoint-fw01,AA:BB:CC:DD:EE:FF,3,"8/17/2025, 6:52:10 AM",,3679,,,,,,,,,,,,,,,,,,,,,,,1,Intrusion Block,,ICMP client,,,,1.69174E+12,,,,,,,,,,,8,10.50.40.100,,,"{'blockType': 0, 'blockLength': 35, 'data': 'No Authentication Required'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,00000000-0000-0000-0000-000064d5d5ed,fwPolicy,268434457,fwRule,LAN,ingressZone,DMZ,egressZone,,secIntelCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,localhost.localdomain,OpsManager,Block,,CommonSecurityLog,
2e0bbf4a-31d9-471d-b063-6b5e5e3d7ef9,"8/17/2025, 6:52:13 AM",CheckPoint,VPN-1 & FireWall-1,6,RNA:1003:1,CONNECTION STATISTICS,7,,bytesOut=74;end=1691735927000;start=1691735927000,Block,ICMP,1,microsoft.com,http,23.25.26.29,8080,Outbound,checkpoint.local,1006,firewall,LAN-inside,,DMZ,payload128,edge.exe,10.50.5.99,cdn-server.external,55:66:77:88:99:AA,EXTERNAL-DOM,4572,User,edge.exe,80,10.30.40.50,UTC,uid-dest-006,edgeuser,10.50.5.100,checkpoint-fw01,AA:BB:CC:DD:EE:FF,3,"8/17/2025, 6:52:13 AM",,3679,,,,,,,,,,,,,,,,,,,,,,,1,Intrusion Block,,ICMP client,,,,1.69174E+12,,,,,,,,,,,8,10.50.40.100,,,"{'blockType': 0, 'blockLength': 35, 'data': 'No Authentication Required'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,00000000-0000-0000-0000-000064d5d5ed,fwPolicy,268434457,fwRule,LAN,ingressZone,DMZ,egressZone,,secIntelCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,localhost.localdomain,OpsManager,Block,,CommonSecurityLog,
2e0bbf4a-31d9-471d-b063-6b5e5e3d7ef9,"8/17/2025, 6:52:13 AM",CheckPoint,VPN-1 & FireWall-1,6,RNA:1003:1,CONNECTION STATISTICS,7,,bytesOut=74;end=1691735987000;start=1691735987000,Block,ICMP,1,windowsupdate.com,http,6.7.8.10,8080,Outbound,checkpoint.local,1007,firewall,LAN-inside,,DMZ,payload129,certutil.exe,10.50.5.99,cert-server.external,66:77:88:99:AA:BB,EXTERNAL-DOM,4573,System,certutil.exe,80,10.30.40.50,UTC,uid-dest-007,certuser,10.50.5.100,checkpoint-fw01,AA:BB:CC:DD:EE:FF,3,"8/17/2025, 6:53:35 AM",,3693,,,,,,,,,,,,,,,,,,,,,,,1,Intrusion Block,,ICMP client,,,,1.69174E+12,,,,,,,,,,,8,10.50.40.100,,,"{'blockType': 0, 'blockLength': 35, 'data': 'No Authentication Required'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,00000000-0000-0000-0000-000064d5d5ed,fwPolicy,268434457,fwRule,LAN,ingressZone,DMZ,egressZone,,secIntelCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,localhost.localdomain,OpsManager,Block,,CommonSecurityLog,
2e0bbf4a-31d9-471d-b063-6b5e5e3d7ef9,"8/17/2025, 6:52:13 AM",CheckPoint,VPN-1 & FireWall-1,6,RNA:1003:1,CONNECTION STATISTICS,7,,bytesOut=74;end=1691735987000;start=1691735987000,Block,ICMP,1,policy.checkpoint.local,syslog,10.50.60.101,514,Local,checkpoint.local,1008,firewall,LAN-inside,,DMZ,payload130,policy.exe,10.50.5.99,policy-server.local,77:88:99:AA:BB:CC,POLICY-DOM,4574,Admin,policy.exe,90,10.30.40.50,UTC,uid-dest-008,policyuser,10.50.5.100,checkpoint-fw01,AA:BB:CC:DD:EE:FF,3,"8/17/2025, 6:52:13 AM",,3693,,,,,,,,,,,,,,,,,,,,,,,1,Intrusion Block,,ICMP client,,,,1.69174E+12,,,,,,,,,,,8,10.50.40.100,,,"{'blockType': 0, 'blockLength': 35, 'data': 'No Authentication Required'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,00000000-0000-0000-0000-000064d5d5ed,fwPolicy,268434457,fwRule,LAN,ingressZone,DMZ,egressZone,,secIntelCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,localhost.localdomain,OpsManager,Block,,CommonSecurityLog,
2e0bbf4a-31d9-471d-b063-6b5e5e3d7ef9,"8/17/2025, 6:52:13 AM",CheckPoint,VPN-1 & FireWall-1,6,RNA:1003:1,CONNECTION STATISTICS,7,,bytesOut=74;end=1691736047000;start=1691736047000,Block,ICMP,1,internal.checkpoint.com,ping,10.30.40.52,8080,Outbound,checkpoint.local,1001,firewall,LAN-inside,,DMZ,payload131,icmp.exe,10.50.5.99,host-dmz-50.local,00:11:22:33:44:56,DMZ-DOMAIN,4575,Admin,icmp.exe,8,10.30.40.50,UTC,uid-dest-009,destuser,10.50.5.100,checkpoint-fw01,AA:BB:CC:DD:EE:FF,3,"8/17/2025, 6:51:59 AM",,3718,,,,,,,,,,,,,,,,,,,,,,,1,Intrusion Block,,ICMP client,,,,1.69174E+12,,,,,,,,,,,8,10.50.40.100,,,"{'blockType': 0, 'blockLength': 35, 'data': 'No Authentication Required'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,00000000-0000-0000-0000-000064d5d5ed,fwPolicy,268434457,fwRule,LAN,ingressZone,DMZ,egressZone,,secIntelCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,localhost.localdomain,OpsManager,Block,,CommonSecurityLog,
2e0bbf4a-31d9-471d-b063-6b5e5e3d7ef9,"8/17/2025, 6:52:13 AM",CheckPoint,VPN-1 & FireWall-1,6,RNA:1003:1,CONNECTION STATISTICS,7,,bytesOut=74;end=1691736107000;start=1691736107000,Block,ICMP,1,youtube.com,https,100.200.30.52,443,Outbound,checkpoint.local,1002,firewall,LAN-inside,,DMZ,payload132,chrome.exe,10.50.5.99,web-wan-server.external,11:22:33:44:55:67,EXTERNAL-DOM,4576,User,chrome.exe,8,10.30.40.50,UTC,uid-dest-010,webuser,10.50.5.100,checkpoint-fw01,AA:BB:CC:DD:EE:FF,3,"8/17/2025, 6:52:08 AM",,3739,,,,,,,,,,,,,,,,,,,,,,,1,Intrusion Block,,ICMP client,,,,1.69174E+12,,,,,,,,,,,8,10.50.40.100,,,"{'blockType': 0, 'blockLength': 35, 'data': 'No Authentication Required'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,00000000-0000-0000-0000-000064d5d5ed,fwPolicy,268434457,fwRule,LAN,ingressZone,DMZ,egressZone,,secIntelCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,localhost.localdomain,OpsManager,Block,,CommonSecurityLog,
