TenantId,"TimeGenerated [UTC]",AccountName,AccountDomain,AccountUPN,AccountSID,AccountObjectId,AccountTenantId,AccountDisplayName,GivenName,Surname,OnPremisesAccountObjectId,OnPremisesExtensionAttributes,OnPremisesDistinguishedName,Tags,"AccountCreationTime [UTC]",InvestigationPriority,InvestigationPriorityPercentile,RiskLevel,RiskLevelDetails,RiskState,BlastRadius,GroupMembership,AssignedRoles,Department,EmployeeId,JobTitle,RelatedAccounts,MailAddress,AdditionalMailAddresses,Manager,StreetAddress,City,CompanyName,Country,State,Phone,IsAccountEnabled,IsServiceAccount,"DeletedDateTime [UTC]","LastSeenDate [UTC]",UACFlags,UserState,"UserStateChangedOn [UTC]",UserType,ExtensionProperty,AccountCloudSID,IsMFARegistered,Applications,ServicePrincipals,SourceSystem,UserAccountControl,ChangeSource,EntityRiskScore,SAMAccountName,Type
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.519 AM",w21436,,"w21436@ctf.alpineskihouse.co",,"b6e12648-a30d-4e32-a56d-1fec3c14395b","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21436,w21436,"(Workshop)","b6e12648-a30d-4e32-a56d-1fec3c14395b",,,,"4/27/2026, 10:29:32.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21436@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.519 AM",w21452,,"w21452@ctf.alpineskihouse.co",,"9a24de4b-e846-48b3-919d-6e523a7c981d","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21452,w21452,"(Workshop)","9a24de4b-e846-48b3-919d-6e523a7c981d",,,,"4/27/2026, 10:33:14.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21452@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.519 AM",w21435,,"w21435@ctf.alpineskihouse.co",,"a4966a31-d879-4e34-87a7-ca477a4f4448","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21435,w21435,"(Workshop)","a4966a31-d879-4e34-87a7-ca477a4f4448",,,,"4/27/2026, 10:29:35.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21435@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.519 AM",w21453,,"w21453@ctf.alpineskihouse.co",,"3197fb91-df4e-4bf7-8a02-0e7abc3ab60f","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21453,w21453,"(Workshop)","3197fb91-df4e-4bf7-8a02-0e7abc3ab60f",,,,"4/27/2026, 10:32:46.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21453@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.519 AM",w21453,,"w21453@ctf.alpineskihouse.co",,"3197fb91-df4e-4bf7-8a02-0e7abc3ab60f","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21453,w21453,"(Workshop)","3197fb91-df4e-4bf7-8a02-0e7abc3ab60f",,,,"4/27/2026, 10:32:46.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21453@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21451,,"w21451@ctf.alpineskihouse.co",,"09bcc36d-ee02-425b-8aed-527a0814f9c0","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21451,w21451,"(Workshop)","09bcc36d-ee02-425b-8aed-527a0814f9c0",,,,"4/27/2026, 10:35:00.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21451@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21445,,"w21445@ctf.alpineskihouse.co",,"e107af15-0609-4bd9-a200-47a00124a39b","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21445,w21445,"(Workshop)","e107af15-0609-4bd9-a200-47a00124a39b",,,,"4/27/2026, 10:32:54.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21445@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21454,,"w21454@ctf.alpineskihouse.co",,"3a6e9806-bc1c-41e9-9bc3-bbe93b85ee2f","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21454,w21454,"(Workshop)","3a6e9806-bc1c-41e9-9bc3-bbe93b85ee2f",,,,"4/27/2026, 10:32:46.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21454@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21442,,"w21442@ctf.alpineskihouse.co",,"47de687f-bca7-4204-bbda-3c6e5764d997","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21442,w21442,"(Workshop)","47de687f-bca7-4204-bbda-3c6e5764d997",,,,"4/27/2026, 10:30:05.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21442@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","4/28/2026, 12:53:55.520 AM",w21439,,"w21439@ctf.alpineskihouse.co",,"03df7d20-b4c9-46b1-b4ee-d7a2c908bd19","0527ecb7-06fb-4769-b324-fd4a3bb865eb",w21439,w21439,"(Workshop)","03df7d20-b4c9-46b1-b4ee-d7a2c908bd19",,,,"4/27/2026, 10:29:32.000 PM",,,,,,,"[""AutoAssignment_4045f756-8851-4f64-8014-50d5cd925d3c"",""Vallee Nevado"",""Copilot for Security users"",""Internal users"",""AutoAssignment_aecde29a-6b07-4924-bfe0-9388bb5edcb3"",""CopilotWorkshops"",""Field and Partners"",""All Users - No Guest"",""Non Demo Users""]","[""Security Reader""]",Internal,,,,"w21439@ctf.alpineskihouse.co",,,,,,,,,true,,,,,,,Member,,,,,,AzureActiveDirectory,,AzureActiveDirectory,,,IdentityInfo
