TenantId,TimeGenerated [UTC],DeviceVendor,DeviceProduct,DeviceVersion,DeviceEventClassID,Activity,LogSeverity,OriginalLogSeverity,AdditionalExtensions,DeviceAction,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,CommunicationDirection,DeviceDnsDomain,DeviceExternalID,DeviceFacility,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DestinationPort,DestinationIP,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceAddress,DeviceName,DeviceMacAddress,ProcessID,EndTime [UTC],ExternalID,ExtID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePath,FilePermission,FileType,FileName,FileSize,ReceivedBytes,Message,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,EventOutcome,Protocol,Reason,RequestURL,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,ReceiptTime,SourceHostName,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,SourcePort,SourceIP,StartTime [UTC],SourceUserID,SourceUserName,EventType,DeviceEventCategory,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,FieldDeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,FieldDeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,FieldDeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,Computer,SourceSystem,SimplifiedDeviceAction,CollectorHostName,Type,_ResourceId
00000000-0000-0000-0000-000000000000,"1/25/2024, 1:21:53.378 PM",Claroty,Claroty,0,123,device_change_event,5,,device_asset_id=None;device_uid=11111111-1111-1111-1111-111111111111;device_mac_list=[];device_ip_list=[];device_site_name=None;device_category=None;device_subcategory=None;device_manufacturer=None;device_type=None;device_type_family=None;device_model=None;device_connection_type_list=[];device_network_list=[];device_labels=[];device_assignees=[];device_note=None;device_os=None;change_id=123;change_timestamp=2024-01-25T13:06:59+00:00;change_description=description;change_alert_id=6;change_alerted_attribute=AP Location;previous_value=old_value;new_value=new_value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Location Change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname,OpsManager,,testLogForwarder2,CommonSecurityLog,
00000000-0000-0000-0000-000000000000,"1/25/2024, 1:21:53.377 PM",Claroty,Claroty,0,1,server_incident,4,,incident_id=1;location=None;server_name=server1;interface_name=interface;interface_type=management;updated_by=superuser;status=Open;timestamp=2024-01-25T13:06:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Server went down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname,OpsManager,,testLogForwarder2,CommonSecurityLog,
00000000-0000-0000-0000-000000000000,"1/25/2024, 1:21:53.376 PM",Claroty,Claroty,0,123,alert_affected_device,5,,alert_id=123;alert_name=Joe;alert_category=Policy Deviation;alert_description=Cool alert;alert_device_status=Unresolved;alert_labels=[];alert_assignees=[];alert_note=None;alert_mitre_technique_ids=[];alert_mitre_technique_names=[];alert_mitre_technique_enterprise_ids=[];alert_mitre_technique_enterprise_names=[];device_asset_id=None;device_uid=11111111-1111-1111-1111-111111111111;device_mac_list=[];device_ip_list=[];device_site_name=None;device_category=None;device_subcategory=None;device_manufacturer=None;device_type=None;device_type_family=None;device_model=None;device_connection_type_list=[];device_network_list=[];device_labels=[];device_assignees=[];device_note=None;device_os=None;policy_name=my policy;policy_models=[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Out-of-Policy Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname,OpsManager,,testLogForwarder2,CommonSecurityLog,
00000000-0000-0000-0000-000000000000,"1/25/2024, 1:21:53.371 PM",Claroty,Claroty,0,123,comm_event,5,,device_asset_id=None;device_uid=11111111-1111-1111-1111-111111111111;device_mac_list=[];device_ip_list=[];device_site_name=None;device_category=None;device_subcategory=None;device_manufacturer=None;device_type=None;device_type_family=None;device_model=None;device_connection_type_list=[];device_network_list=[];device_labels=[];device_assignees=[];device_note=None;device_os=None;event_id=123;event_description=description;event_alert_id=6;server_port=789;client_id=None,,,,,,,,,,,,,,,,,,,22:22:22:22:22:22,,,,,456,2.2.2.2,,,,,,,,,,,2024-01-25T13:06:59+00:00,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,11:11:11:11:11:11,,,,,,,,,123,1.1.1.1,,,,,SMBv1 Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname,OpsManager,,testLogForwarder2,CommonSecurityLog,
00000000-0000-0000-0000-000000000000,"1/25/2024, 1:21:53.370 PM",Claroty,Claroty,0,CVE-2022-12345 - None,vulnerability_affected_device,5,,vulnerability_name=CVE-2022-12345;vulnerability_labels=[];vulnerability_assignees=[];vulnerability_note=None;vulnerability_release_date=2024-01-25T13:06:59+00:00;vulnerability_cves=['CVE-2022-12345'];vulnerability_cvssv2_base_score=7.0;vulnerability_cvssv3_base_score=7.0;vulnerability_description=heap overflow;vulnerability_affected_products=None;vulnerability_is_known_exploited=False;vulnerability_known_exploits=None;device_asset_id=None;device_uid=11111111-1111-1111-1111-111111111111;device_mac_list=[];device_ip_list=[];device_site_name=None;device_category=None;device_subcategory=None;device_manufacturer=None;device_type=None;device_type_family=None;device_model=None;device_connection_type_list=[];device_network_list=[];device_labels=[];device_assignees=[];device_note=None;device_os=None;device_vulnerability_relevance=potentially_relevant;device_vulnerability_relevance_source=['Medigate'];device_vulnerability_overall_cvss_v3_score=7.0;device_vulnerability_manufacturer_remediation_info=[];device_vulnerability_manufacturer_remediation_info_source=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname,OpsManager,,testLogForwarder2,CommonSecurityLog,
00000000-0000-0000-0000-000000000000,"1/25/2024, 11:28:54.559 AM",Medigate,Medical Device Security Platform,0,1,server_incident,4,,incident_id=1;location=None;server_name=server1;interface_name=interface;interface_type=management;updated_by=superuser;status=Open;timestamp=2024-01-25T11:14:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Server went down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname,OpsManager,,testLogForwarder2,CommonSecurityLog,
00000000-0000-0000-0000-000000000000,"1/25/2024, 11:28:54.558 AM",Medigate,Medical Device Security Platform,0,123,alert_affected_device,5,,alert_id=123;alert_name=Joe;alert_category=Policy Deviation;alert_description=Cool alert;alert_device_status=Unresolved;alert_labels=[];alert_assignees=[];alert_note=None;alert_mitre_technique_ids=[];alert_mitre_technique_names=[];alert_mitre_technique_enterprise_ids=[];alert_mitre_technique_enterprise_names=[];device_asset_id=None;device_uid=11111111-1111-1111-1111-111111111111;device_mac_list=[];device_ip_list=[];device_site_name=None;device_category=None;device_subcategory=None;device_manufacturer=None;device_type=None;device_type_family=None;device_model=None;device_connection_type_list=[];device_network_list=[];device_labels=[];device_assignees=[];device_note=None;device_os=None;policy_name=my policy;policy_models=[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Out-of-Policy Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname,OpsManager,,testLogForwarder2,CommonSecurityLog,
00000000-0000-0000-0000-000000000000,"1/25/2024, 11:28:54.550 AM",Medigate,Medical Device Security Platform,0,123,device_change_event,5,,device_asset_id=None;device_uid=11111111-1111-1111-1111-111111111111;device_mac_list=[];device_ip_list=[];device_site_name=None;device_category=None;device_subcategory=None;device_manufacturer=None;device_type=None;device_type_family=None;device_model=None;device_connection_type_list=[];device_network_list=[];device_labels=[];device_assignees=[];device_note=None;device_os=None;change_id=123;change_timestamp=2024-01-25T11:14:00+00:00;change_description=description;change_alert_id=6;change_alerted_attribute=AP Location;previous_value=old_value;new_value=new_value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Location Change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname,OpsManager,,testLogForwarder2,CommonSecurityLog,
00000000-0000-0000-0000-000000000000,"1/25/2024, 11:28:54.545 AM",Medigate,Medical Device Security Platform,0,CVE-2022-12345 - None,vulnerability_affected_device,5,,vulnerability_name=CVE-2022-12345;vulnerability_labels=[];vulnerability_assignees=[];vulnerability_note=None;vulnerability_release_date=2024-01-25T11:14:00+00:00;vulnerability_cves=['CVE-2022-12345'];vulnerability_cvssv2_base_score=7.0;vulnerability_cvssv3_base_score=7.0;vulnerability_description=heap overflow;vulnerability_affected_products=None;vulnerability_is_known_exploited=False;vulnerability_known_exploits=None;device_asset_id=None;device_uid=11111111-1111-1111-1111-111111111111;device_mac_list=[];device_ip_list=[];device_site_name=None;device_category=None;device_subcategory=None;device_manufacturer=None;device_type=None;device_type_family=None;device_model=None;device_connection_type_list=[];device_network_list=[];device_labels=[];device_assignees=[];device_note=None;device_os=None;device_vulnerability_relevance=potentially_relevant;device_vulnerability_relevance_source=['Medigate'];device_vulnerability_overall_cvss_v3_score=7.0;device_vulnerability_manufacturer_remediation_info=[];device_vulnerability_manufacturer_remediation_info_source=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname,OpsManager,,testLogForwarder2,CommonSecurityLog,
00000000-0000-0000-0000-000000000000,"1/25/2024, 11:28:54.543 AM",Medigate,Medical Device Security Platform,0,123,comm_event,5,,device_asset_id=None;device_uid=11111111-1111-1111-1111-111111111111;device_mac_list=[];device_ip_list=[];device_site_name=None;device_category=None;device_subcategory=None;device_manufacturer=None;device_type=None;device_type_family=None;device_model=None;device_connection_type_list=[];device_network_list=[];device_labels=[];device_assignees=[];device_note=None;device_os=None;event_id=123;event_description=description;event_alert_id=6;server_port=789;client_id=None,,,,,,,,,,,,,,,,,,,22:22:22:22:22:22,,,,,456,2.2.2.2,,,,,,,,,,,2024-01-25T11:14:00+00:00,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,11:11:11:11:11:11,,,,,,,,,123,1.1.1.1,,,,,SMBv1 Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname,OpsManager,,testLogForwarder2,CommonSecurityLog,
