"TimeGenerated","DeviceVendor","DeviceProduct","DeviceVersion","DeviceEventClassID","Activity","LogSeverity","OriginalLogSeverity","DeviceAction","SimplifiedDeviceAction","AdditionalExtensions","ApplicationProtocol","Protocol","SourceIP","SourcePort","SourceUserID","SourceUserName","SourceHostName","SourceTranslatedAddress","SourceTranslatedPort","DestinationIP","DestinationPort","DestinationHostName","DestinationTranslatedAddress","DestinationTranslatedPort","DeviceName","Computer","DeviceExternalID","DeviceInboundInterface","DeviceOutboundInterface","ReceivedBytes","SentBytes","EventCount","RequestURL","FileHash","FileName","FileType","Reason","StartTime","EndTime","CommunicationDirection","Message","DeviceCustomString1","DeviceCustomString1Label","DeviceCustomString2","DeviceCustomString2Label","DeviceCustomString3","DeviceCustomString3Label","DeviceCustomString4","DeviceCustomString4Label","DeviceCustomString5","DeviceCustomString5Label","DeviceCustomString6","DeviceCustomString6Label","DeviceCustomNumber1","FieldDeviceCustomNumber1","DeviceCustomNumber1Label","FlexString1","FlexString1Label","FlexString2","FlexString2Label","ExternalID","SourceSystem","CollectorHostName"
"10/02/2026 10:39:55","Palo Alto Networks","PAN-OS","11.1.2","TRAFFIC","drop","3","3","deny","Blocked","PanOSPacketsReceived=45;PanOSPacketsSent=248","incomplete","TCP","10.0.1.50","61939","","mirage@pkwork.onmicrosoft.com","win11a","10.0.1.50","60502","10.0.1.245","8","","10.0.1.245","8","PA-3260-DC-01","PA-3260-DC-01","005199842924","ethernet1/1","ethernet1/4","18690","43","4","","","","","aged-out","10/02/2026 10:39:55","10/02/2026 10:39:55","inbound","","","","","","trust","SourceZone","trust","DestinationZone","Allow-Internal","RuleName","","","0","0","","","","","","472863104","OpsManager","PA-3260-DC-01"
"10/02/2026 10:39:55","Palo Alto Networks","PAN-OS","11.1.2","TRAFFIC","drop","3","3","deny","Blocked","PanOSPacketsReceived=389;PanOSPacketsSent=337","incomplete","TCP","10.0.1.50","62804","","mirage@pkwork.onmicrosoft.com","win11a","10.0.1.50","59895","10.0.1.17","9","","10.0.1.17","9","PA-3260-DC-01","PA-3260-DC-01","005010317418","ethernet1/2","ethernet1/4","21706","50","5","","","","","aged-out","10/02/2026 10:39:55","10/02/2026 10:39:55","inbound","","","","","","trust","SourceZone","trust","DestinationZone","Allow-Internal","RuleName","","","0","0","","","","","","240755213","OpsManager","PA-3260-DC-01"
"10/02/2026 10:39:55","Palo Alto Networks","PAN-OS","11.1.2","TRAFFIC","drop","3","3","deny","Blocked","PanOSPacketsReceived=43;PanOSPacketsSent=490","incomplete","TCP","10.0.1.50","57502","","mirage@pkwork.onmicrosoft.com","win11a","10.0.1.50","41333","10.0.1.83","10","","10.0.1.83","10","PA-VM-DMZ-01","PA-VM-DMZ-01","005821365758","ethernet1/3","ethernet1/4","4455","113","3","","","","","aged-out","10/02/2026 10:39:55","10/02/2026 10:39:55","inbound","","","","","","trust","SourceZone","trust","DestinationZone","Allow-Internal","RuleName","","","0","0","","","","","","719982387","OpsManager","PA-VM-DMZ-01"
"10/02/2026 10:39:56","Palo Alto Networks","PAN-OS","11.1.2","TRAFFIC","drop","3","3","deny","Blocked","PanOSPacketsReceived=116;PanOSPacketsSent=49","incomplete","TCP","10.0.1.50","52264","","mirage@pkwork.onmicrosoft.com","win11a","10.0.1.50","49822","10.0.1.106","12","","10.0.1.106","12","PA-5260-EDGE-01","PA-5260-EDGE-01","005522964289","ethernet1/2","ethernet1/6","34012","100","5","","","","","aged-out","10/02/2026 10:39:56","10/02/2026 10:39:56","inbound","","","","","","trust","SourceZone","trust","DestinationZone","Allow-Internal","RuleName","","","0","0","","","","","","664816084","OpsManager","PA-5260-EDGE-01"
"10/02/2026 10:39:56","Palo Alto Networks","PAN-OS","11.1.2","TRAFFIC","drop","3","3","deny","Blocked","PanOSPacketsReceived=176;PanOSPacketsSent=340","incomplete","TCP","10.0.1.50","63621","","mirage@pkwork.onmicrosoft.com","win11a","10.0.1.50","47690","10.0.1.124","25","","10.0.1.124","25","PA-5260-EDGE-01","PA-5260-EDGE-01","005609549827","ethernet1/3","ethernet1/6","28328","70","1","","","","","aged-out","10/02/2026 10:39:56","10/02/2026 10:39:56","inbound","","","","","","trust","SourceZone","trust","DestinationZone","Allow-Internal","RuleName","","","0","0","","","","","","741549717","OpsManager","PA-5260-EDGE-01"
"10/02/2026 10:39:56","Palo Alto Networks","PAN-OS","11.1.2","TRAFFIC","drop","3","3","deny","Blocked","PanOSPacketsReceived=94;PanOSPacketsSent=237","incomplete","TCP","10.0.1.50","53412","","mirage@pkwork.onmicrosoft.com","win11a","10.0.1.50","50811","10.0.1.39","73","","10.0.1.39","73","PA-5260-EDGE-01","PA-5260-EDGE-01","005528535830","ethernet1/3","ethernet1/4","26899","56","2","","","","","aged-out","10/02/2026 10:39:56","10/02/2026 10:39:56","inbound","","","","","","trust","SourceZone","trust","DestinationZone","Allow-Internal","RuleName","","","0","0","","","","","","619635038","OpsManager","PA-5260-EDGE-01"
"10/02/2026 10:39:57","Palo Alto Networks","PAN-OS","11.1.2","TRAFFIC","drop","3","3","deny","Blocked","PanOSPacketsReceived=23;PanOSPacketsSent=430","incomplete","TCP","10.0.1.50","56322","","mirage@pkwork.onmicrosoft.com","win11a","10.0.1.50","53546","10.0.1.193","86","","10.0.1.193","86","PA-3260-DC-01","PA-3260-DC-01","005866920355","ethernet1/3","ethernet1/4","3260","50","2","","","","","aged-out","10/02/2026 10:39:57","10/02/2026 10:39:57","inbound","","","","","","trust","SourceZone","trust","DestinationZone","Allow-Internal","RuleName","","","0","0","","","","","","407358353","OpsManager","PA-3260-DC-01"
"10/02/2026 10:39:57","Palo Alto Networks","PAN-OS","11.1.2","TRAFFIC","drop","3","3","deny","Blocked","PanOSPacketsReceived=162;PanOSPacketsSent=151","incomplete","TCP","10.0.1.50","54704","","mirage@pkwork.onmicrosoft.com","win11a","10.0.1.50","61482","10.0.1.193","102","","10.0.1.193","102","PA-5260-EDGE-01","PA-5260-EDGE-01","005821627885","ethernet1/1","ethernet1/6","33393","47","5","","","","","aged-out","10/02/2026 10:39:57","10/02/2026 10:39:57","inbound","","","","","","trust","SourceZone","trust","DestinationZone","Allow-Internal","RuleName","","","0","0","","","","","","969533691","OpsManager","PA-5260-EDGE-01"
"10/02/2026 10:39:57","Palo Alto Networks","PAN-OS","11.1.2","TRAFFIC","drop","3","3","deny","Blocked","PanOSPacketsReceived=424;PanOSPacketsSent=381","incomplete","TCP","10.0.1.50","58043","","mirage@pkwork.onmicrosoft.com","win11a","10.0.1.50","43947","10.0.1.112","113","","10.0.1.112","113","PA-5260-EDGE-01","PA-5260-EDGE-01","005025179924","ethernet1/1","ethernet1/5","16698","49","4","","","","","aged-out","10/02/2026 10:39:57","10/02/2026 10:39:57","inbound","","","","","","trust","SourceZone","trust","DestinationZone","Allow-Internal","RuleName","","","0","0","","","","","","120292835","OpsManager","PA-5260-EDGE-01"
"10/02/2026 10:39:57","Palo Alto Networks","PAN-OS","11.1.2","TRAFFIC","drop","3","3","deny","Blocked","PanOSPacketsReceived=104;PanOSPacketsSent=279","incomplete","TCP","10.0.1.50","65447","","mirage@pkwork.onmicrosoft.com","win11a","10.0.1.50","59409","10.0.1.243","127","","10.0.1.243","127","PA-VM-DMZ-01","PA-VM-DMZ-01","005497978560","ethernet1/2","ethernet1/6","46094","89","2","","","","","aged-out","10/02/2026 10:39:57","10/02/2026 10:39:57","inbound","","","","","","trust","SourceZone","trust","DestinationZone","Allow-Internal","RuleName","","","0","0","","","","","","468867968","OpsManager","PA-VM-DMZ-01"
