"TimeGenerated","SourceSystem","Timestamp","LogName","Severity","GCPResourceType","GCPResourceName","ServiceName","MethodName","AuthenticationInfo","AuthorizationInfo","RequestMetadata","Request","Response","ResourceLocation","ResourceOriginalState","Status","StatusMessage","Metadata","ServiceData","PrincipalEmail","ProjectId","InsertId","NumResponseItems","Subscription","Type"
"10/02/2026 12:00:05","GCP","10/02/2026 12:00:05","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","audited_resource","projects/pocaas-prod-01","iam.googleapis.com","google.iam.admin.v1.CreateServiceAccount","{""principalEmail"":""rogue-actor@pocaas-prod-01.iam.gserviceaccount.com"",""principalSubject"":""user:mirage@pkwork.onmicrosoft.com""}","[{""permission"":""iam.serviceAccounts.create"",""granted"":true,""resource"":""projects/pocaas-prod-01""}]","{""callerIp"":""198.51.100.42"",""callerSuppliedUserAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""}","{""@type"":""type.googleapis.com/google.iam.admin.v1.CreateServiceAccountRequest"",""name"":""projects/pocaas-prod-01"",""account_id"":""backdoor-svc-gcp"",""service_account"":{""display_name"":""Backdoor Service Account""}}","{""@type"":""type.googleapis.com/google.iam.admin.v1.ServiceAccount"",""name"":""projects/pocaas-prod-01/serviceAccounts/backdoor-svc-gcp@pocaas-prod-01.iam.gserviceaccount.com"",""email"":""backdoor-svc-gcp@pocaas-prod-01.iam.gserviceaccount.com"",""unique_id"":""110000000000000001""}","{""currentLocations"":[""global""]}","","{}","","","","mirage@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0001","","","GCPAuditLogs"
"10/02/2026 12:01:20","GCP","10/02/2026 12:01:20","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","audited_resource","projects/pocaas-prod-01","iam.googleapis.com","google.iam.admin.v1.CreateServiceAccountKey","{""principalEmail"":""mirage@pkwork.onmicrosoft.com""}","[{""permission"":""iam.serviceAccountKeys.create"",""granted"":true,""resource"":""projects/pocaas-prod-01/serviceAccounts/backdoor-svc-gcp@pocaas-prod-01.iam.gserviceaccount.com""}]","{""callerIp"":""198.51.100.42"",""callerSuppliedUserAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""}","{""@type"":""type.googleapis.com/google.iam.admin.v1.CreateServiceAccountKeyRequest"",""name"":""projects/pocaas-prod-01/serviceAccounts/backdoor-svc-gcp@pocaas-prod-01.iam.gserviceaccount.com"",""key_algorithm"":""KEY_ALG_RSA_2048""}","{""@type"":""type.googleapis.com/google.iam.admin.v1.ServiceAccountKey"",""name"":""projects/pocaas-prod-01/serviceAccounts/backdoor-svc-gcp@pocaas-prod-01.iam.gserviceaccount.com/keys/abc123def456""}","{""currentLocations"":[""global""]}","","{}","","","","mirage@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0002","","","GCPAuditLogs"
"10/02/2026 12:02:45","GCP","10/02/2026 12:02:45","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","audited_resource","projects/pocaas-prod-01","cloudresourcemanager.googleapis.com","SetIamPolicy","{""principalEmail"":""mirage@pkwork.onmicrosoft.com""}","[{""permission"":""resourcemanager.projects.setIamPolicy"",""granted"":true,""resource"":""projects/pocaas-prod-01""}]","{""callerIp"":""198.51.100.42"",""callerSuppliedUserAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""}","{""@type"":""type.googleapis.com/google.iam.v1.SetIamPolicyRequest"",""policy"":{""bindings"":[{""role"":""roles/owner"",""members"":[""serviceAccount:backdoor-svc-gcp@pocaas-prod-01.iam.gserviceaccount.com""]}]}}","{""@type"":""type.googleapis.com/google.iam.v1.Policy"",""bindings"":[{""role"":""roles/owner"",""members"":[""serviceAccount:backdoor-svc-gcp@pocaas-prod-01.iam.gserviceaccount.com""]}]}","{""currentLocations"":[""global""]}","","{}","","","","mirage@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0003","","","GCPAuditLogs"
"10/02/2026 12:03:30","GCP","10/02/2026 12:03:30","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","gce_firewall_rule","projects/pocaas-prod-01/global/firewalls/allow-all-ingress","compute.googleapis.com","v1.compute.firewalls.insert","{""principalEmail"":""mirage@pkwork.onmicrosoft.com""}","[{""permission"":""compute.firewalls.create"",""granted"":true,""resource"":""projects/pocaas-prod-01/global/firewalls/allow-all-ingress""}]","{""callerIp"":""198.51.100.42"",""callerSuppliedUserAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""}","{""@type"":""type.googleapis.com/compute.firewalls.insert"",""name"":""allow-all-ingress"",""direction"":""INGRESS"",""allowed"":[{""IPProtocol"":""all""}],""sourceRanges"":[""0.0.0.0/0""],""priority"":100}","{""targetLink"":""https://compute.googleapis.com/compute/v1/projects/pocaas-prod-01/global/firewalls/allow-all-ingress""}","{""currentLocations"":[""global""]}","","{}","","","","mirage@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0004","","","GCPAuditLogs"
"10/02/2026 12:04:15","GCP","10/02/2026 12:04:15","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","gce_instance","projects/pocaas-prod-01/zones/us-central1-a/instances/crypto-miner-01","compute.googleapis.com","v1.compute.instances.insert","{""principalEmail"":""mirage@pkwork.onmicrosoft.com""}","[{""permission"":""compute.instances.create"",""granted"":true,""resource"":""projects/pocaas-prod-01/zones/us-central1-a/instances/crypto-miner-01""}]","{""callerIp"":""198.51.100.42"",""callerSuppliedUserAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""}","{""@type"":""type.googleapis.com/compute.instances.insert"",""name"":""crypto-miner-01"",""machineType"":""zones/us-central1-a/machineTypes/a2-highgpu-8g"",""disks"":[{""boot"":true,""initializeParams"":{""sourceImage"":""projects/ubuntu-os-cloud/global/images/family/ubuntu-2204-lts""}}]}","{""targetLink"":""https://compute.googleapis.com/compute/v1/projects/pocaas-prod-01/zones/us-central1-a/instances/crypto-miner-01""}","{""currentLocations"":[""us-central1-a""]}","","{}","","","","mirage@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0005","","","GCPAuditLogs"
"10/02/2026 12:04:45","GCP","10/02/2026 12:04:45","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","gce_instance","projects/pocaas-prod-01/zones/us-central1-a/instances/crypto-miner-02","compute.googleapis.com","v1.compute.instances.insert","{""principalEmail"":""mirage@pkwork.onmicrosoft.com""}","[{""permission"":""compute.instances.create"",""granted"":true,""resource"":""projects/pocaas-prod-01/zones/us-central1-a/instances/crypto-miner-02""}]","{""callerIp"":""198.51.100.42"",""callerSuppliedUserAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""}","{""@type"":""type.googleapis.com/compute.instances.insert"",""name"":""crypto-miner-02"",""machineType"":""zones/us-central1-a/machineTypes/a2-highgpu-8g"",""disks"":[{""boot"":true,""initializeParams"":{""sourceImage"":""projects/ubuntu-os-cloud/global/images/family/ubuntu-2204-lts""}}]}","{""targetLink"":""https://compute.googleapis.com/compute/v1/projects/pocaas-prod-01/zones/us-central1-a/instances/crypto-miner-02""}","{""currentLocations"":[""us-central1-a""]}","","{}","","","","mirage@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0006","","","GCPAuditLogs"
"10/02/2026 12:05:30","GCP","10/02/2026 12:05:30","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Fdata_access","INFO","gcs_bucket","projects/_/buckets/pocaas-confidential-data","storage.googleapis.com","storage.objects.list","{""principalEmail"":""mirage@pkwork.onmicrosoft.com""}","[{""permission"":""storage.objects.list"",""granted"":true,""resource"":""projects/_/buckets/pocaas-confidential-data""}]","{""callerIp"":""198.51.100.42"",""callerSuppliedUserAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""}","{""@type"":""type.googleapis.com/storage.objects.list"",""bucket"":""pocaas-confidential-data""}","","",""," {}","","","","mirage@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0007","42","","GCPAuditLogs"
"10/02/2026 12:06:10","GCP","10/02/2026 12:06:10","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Fdata_access","INFO","gcs_bucket","projects/_/buckets/pocaas-confidential-data/objects/financial-report-2026.xlsx","storage.googleapis.com","storage.objects.get","{""principalEmail"":""mirage@pkwork.onmicrosoft.com""}","[{""permission"":""storage.objects.get"",""granted"":true,""resource"":""projects/_/buckets/pocaas-confidential-data/objects/financial-report-2026.xlsx""}]","{""callerIp"":""198.51.100.42"",""callerSuppliedUserAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""}","{""@type"":""type.googleapis.com/storage.objects.get"",""bucket"":""pocaas-confidential-data"",""object"":""financial-report-2026.xlsx""}","","",""," {}","","","","mirage@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0008","","","GCPAuditLogs"
"10/02/2026 12:06:35","GCP","10/02/2026 12:06:35","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Fdata_access","INFO","gcs_bucket","projects/_/buckets/pocaas-confidential-data/objects/employee-pii-export.csv","storage.googleapis.com","storage.objects.get","{""principalEmail"":""mirage@pkwork.onmicrosoft.com""}","[{""permission"":""storage.objects.get"",""granted"":true,""resource"":""projects/_/buckets/pocaas-confidential-data/objects/employee-pii-export.csv""}]","{""callerIp"":""198.51.100.42"",""callerSuppliedUserAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""}","{""@type"":""type.googleapis.com/storage.objects.get"",""bucket"":""pocaas-confidential-data"",""object"":""employee-pii-export.csv""}","","",""," {}","","","","mirage@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0009","","","GCPAuditLogs"
"10/02/2026 12:07:50","GCP","10/02/2026 12:07:50","projects/pocaas-prod-01/logs/cloudaudit.googleapis.com%2Factivity","INFO","audited_resource","projects/pocaas-prod-01/sinks/export-all-logs","logging.googleapis.com","google.logging.v2.ConfigServiceV2.DeleteSink","{""principalEmail"":""mirage@pkwork.onmicrosoft.com""}","[{""permission"":""logging.sinks.delete"",""granted"":true,""resource"":""projects/pocaas-prod-01/sinks/export-all-logs""}]","{""callerIp"":""198.51.100.42"",""callerSuppliedUserAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""}","{""@type"":""type.googleapis.com/google.logging.v2.DeleteSinkRequest"",""sinkName"":""projects/pocaas-prod-01/sinks/export-all-logs""}","","",""," {}","","","","mirage@pkwork.onmicrosoft.com","pocaas-prod-01","gcp-insert-0010","","","GCPAuditLogs"
