Template,ProtectionType,ProtectionOwner,ContentId,ProtectionTime,ProcessVersion,AadTenantId,UserId,Version,Workload,ProcessName,ApplicationName,Operation,Protected,Platform,Activity,DataState,LogId,IPv4,ObjectId,LabelName
caf00113-f554-4da8-a681-5a7ff4e12184,Simulated,Demo_1@microsoft.com,14a354df-b377-4be8-8c4c-a3e30c02ff75,"4/19/2021, 6:38:00.000 AM",16.0.13929.20182,4b2462a4-bbee-495a-a0e1-f23ae524cc9c,Demo_1@microsoft.com,1.1,AIP,powerpnt,PowerPoint,AcquireLicense,TRUE,Windows,DowngradeLabel,Use,89c16c19-e1df-4e60-960f-a49b5f944661,70.251.188.0,C:\Users\InternalDocumentation01.pdf,Internal
caf00113-f554-4da8-a681-5a7ff4e12184,Simulated,Demo_1@microsoft.com,14a354df-b377-4be8-8c4c-a3e30c02ff75,"4/19/2021, 6:38:00.000 AM",16.0.13929.20182,4b2462a4-bbee-495a-a0e1-f23ae524cc9c,Demo_1@microsoft.com,1.1,AIP,powerpnt,PowerPoint,AcquireLicense,TRUE,Windows,DowngradeLabel,Use,e6ea07aa-2e16-417b-ac05-34012cb87ff1,70.251.188.0,C:\Users\InternalDocumentation02.pdf,Internal
caf00113-f554-4da8-a681-5a7ff4e12184,Simulated,Demo_1@microsoft.com,14a354df-b377-4be8-8c4c-a3e30c02ff75,"4/19/2021, 6:38:00.000 AM",16.0.13929.20182,4b2462a4-bbee-495a-a0e1-f23ae524cc9c,Demo_1@microsoft.com,1.1,AIP,powerpnt,PowerPoint,AcquireLicense,TRUE,Windows,DowngradeLabel,Use,91c57598-2f26-4c92-bfdc-b28bc2db7eda,70.251.188.0,C:\Users\InternalDocumentation03.pdf,Internal
caf00113-f554-4da8-a681-5a7ff4e12184,Simulated,Demo_1@microsoft.com,14a354df-b377-4be8-8c4c-a3e30c02ff75,"4/19/2021, 6:38:00.000 AM",16.0.13929.20182,4b2462a4-bbee-495a-a0e1-f23ae524cc9c,Demo_1@microsoft.com,1.1,AIP,powerpnt,PowerPoint,AcquireLicense,TRUE,Windows,DowngradeLabel,Use,085aefc4-dbd6-49eb-850e-bdbe4fae1fd2,70.251.188.0,C:\Users\InternalDocumentation04.pdf,Internal
caf00113-f554-4da8-a681-5a7ff4e12184,Simulated,Demo_1@microsoft.com,14a354df-b377-4be8-8c4c-a3e30c02ff75,"4/19/2021, 6:38:00.000 AM",16.0.13929.20182,4b2462a4-bbee-495a-a0e1-f23ae524cc9c,Demo_1@microsoft.com,1.1,AIP,powerpnt,PowerPoint,AcquireLicense,TRUE,Windows,DowngradeLabel,Use,89c16c19-e1df-4e60-960f-a49b5f944661,70.251.188.0,C:\Users\InternalDocumentation05.pdf,Internal
caf00113-f554-4da8-a681-5a7ff4e12184,Simulated,Demo_1@microsoft.com,14a354df-b377-4be8-8c4c-a3e30c02ff75,"4/19/2021, 6:38:00.000 AM",16.0.13929.20182,4b2462a4-bbee-495a-a0e1-f23ae524cc9c,Demo_1@microsoft.com,1.1,AIP,powerpnt,PowerPoint,AcquireLicense,TRUE,Windows,DowngradeLabel,Use,e6ea07aa-2e16-417b-ac05-34012cb87ff1,70.251.188.0,C:\Users\InternalDocumentation06.pdf,Internal
caf00113-f554-4da8-a681-5a7ff4e12184,Simulated,Demo_1@microsoft.com,14a354df-b377-4be8-8c4c-a3e30c02ff75,"4/19/2021, 6:38:00.000 AM",16.0.13929.20182,4b2462a4-bbee-495a-a0e1-f23ae524cc9c,Demo_1@microsoft.com,1.1,AIP,powerpnt,PowerPoint,AcquireLicense,TRUE,Windows,DowngradeLabel,Use,91c57598-2f26-4c92-bfdc-b28bc2db7eda,70.251.188.0,C:\Users\InternalDocumentation07.pdf,Internal
caf00113-f554-4da8-a681-5a7ff4e12184,Simulated,Demo_1@microsoft.com,14a354df-b377-4be8-8c4c-a3e30c02ff75,"4/19/2021, 6:38:00.000 AM",16.0.13929.20182,4b2462a4-bbee-495a-a0e1-f23ae524cc9c,Demo_1@microsoft.com,1.1,AIP,powerpnt,PowerPoint,AcquireLicense,TRUE,Windows,DowngradeLabel,Use,085aefc4-dbd6-49eb-850e-bdbe4fae1fd2,70.251.188.0,C:\Users\InternalDocumentation08.pdf,Internal
caf00113-f554-4da8-a681-5a7ff4e12184,Simulated,Demo_1@microsoft.com,14a354df-b377-4be8-8c4c-a3e30c02ff75,"4/19/2021, 6:38:00.000 AM",16.0.13929.20182,4b2462a4-bbee-495a-a0e1-f23ae524cc9c,Demo_1@microsoft.com,1.1,AIP,powerpnt,PowerPoint,AcquireLicense,TRUE,Windows,DowngradeLabel,Use,89c16c19-e1df-4e60-960f-a49b5f944661,70.251.188.0,C:\Users\InternalDocumentation09.pdf,Internal
caf00113-f554-4da8-a681-5a7ff4e12184,Simulated,Demo_1@microsoft.com,14a354df-b377-4be8-8c4c-a3e30c02ff75,"4/19/2021, 6:38:00.000 AM",16.0.13929.20182,4b2462a4-bbee-495a-a0e1-f23ae524cc9c,Demo_1@microsoft.com,1.1,AIP,powerpnt,PowerPoint,AcquireLicense,TRUE,Windows,DowngradeLabel,Use,e6ea07aa-2e16-417b-ac05-34012cb87ff1,70.251.188.0,C:\Users\InternalDocumentation10.pdf,Internal
