TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated [UTC],Computer,RawData,event_s,time_t [UTC],email_to_s,email_from_s,email_rcptTo_s,email_mailFrom_s,email_threat_s,email_subject_s,email_receivedAt_t [UTC],email_fromAddressDomainCreatedDate_t [UTC],email_linksClicked_d,email_trust_s,email_auth_rawAuth_s,email_auth_spf_s,email_auth_dkim_s,email_auth_dmarc_s,email_primaryDomain_s,email_messageId_s,email_firstTimeSender_b,email_links_s,email_attachments_s,email_senderIp_s,email_msScl_d,email_phishType_s,email_payloadType_s,email_emailSummaryLink_s,linkClicked_s,Type,_ResourceId
5bdb42e4-4fc8-46c0-af6d-41516e8390ee,OpsManager,,,"07/08/2023, 06:08:48.117",,,inboundEmail,"07/08/2023, 06:00:48.045","[{""domain"":""sensitive.com"",""localPart"":""joe.bloggs"",""displayName"":""""}]","[{""domain"":""gmail.com"",""localPart"":""egress.defend.sales"",""displayName"":""""}]","[""joe.bloggs@sensitive.com""]",egress.defend.sales@gmail.com,suspicious,hi,"07/08/2023, 06:00:47.952",,0,medium,london1.sensitive.com; spf=pass smtp.mailfrom=gmail.com smtp.ip=209.85.221.43 ajax.calculated=False; dkim=fail header.d=qjwqod9oqn916gcyqg0ya1e8x.sensitive.com ajax.calculated=False; dmarc=pass header.from=gmail.com,pass,fail,pass,sensitive.com,64d0888c.df0a0220.85c70.59fb@mx.google.com,TRUE,[],[],209.85.221.43,-1,,,https://summary.uk.defend.egress.com/v3/summary?ref=api&sensitive=64d0888f3a4fa1ca72708674,,sensitive_CL,
5bdb42e4-4fc8-46c0-af6d-41516e8390ee,OpsManager,,,"07/08/2023, 06:08:48.117",,,inboundEmail,"07/08/2023, 06:00:49.423","[{""domain"":""sensitive.com"",""localPart"":""joe.bloggs"",""displayName"":""""}]","[{""domain"":""gmail.com"",""localPart"":""egress.defend.sales"",""displayName"":""""}]","[""joe.bloggs@sensitive.com""]",egress.defend.sales@gmail.com,dangerous,attn: change to remittance details,"07/08/2023, 06:00:49.290",,0,medium,london1.sensitive.com; spf=pass smtp.mailfrom=gmail.com smtp.ip=209.85.221.44 ajax.calculated=False; dkim=fail header.d=qjwqod9oqn916gcyqg0ya1e8x.sensitive.com ajax.calculated=False; dmarc=pass header.from=gmail.com,pass,fail,pass,sensitive.com,64d0888b.df0a0220.3e519.5b0b@mx.google.com,TRUE,"[{""domain"":""www.egress.com"",""occurrences"":17,""clicks"":0,""inAttachment"":false},{""domain"":""twitter.com"",""occurrences"":4,""clicks"":0,""inAttachment"":false},{""domain"":""www.linkedin.com"",""occurrences"":4,""clicks"":0,""inAttachment"":false},{""domain"":""www.facebook.com"",""occurrences"":4,""clicks"":0,""inAttachment"":false},{""domain"":""www.company.com"",""occurrences"":1,""clicks"":0,""inAttachment"":false}]",[],209.85.221.44,-1,"[""technical"",""scam419""]",links,https://summary.uk.defend.egress.com/v3/summary?ref=api&sensitive=64d088911f6c7a425a80f6bf,,sensitive_CL,
5bdb42e4-4fc8-46c0-af6d-41516e8390ee,OpsManager,,,"07/08/2023, 06:08:48.117",,,inboundEmail,"07/08/2023, 06:00:50.200","[{""domain"":""sensitive.com"",""localPart"":""joe.bloggs"",""displayName"":""""}]","[{""domain"":""gmail.com"",""localPart"":""egress.defend.sales"",""displayName"":""""}]","[""joe.bloggs@sensitive.com""]",egress.defend.sales@gmail.com,suspicious,hi,"07/08/2023, 06:00:50.082",,0,medium,london1.sensitive.com; spf=pass smtp.mailfrom=gmail.com smtp.ip=209.85.221.43 ajax.calculated=False; dkim=fail header.d=qjwqod9oqn916gcyqg0ya1e8x.sensitive.com ajax.calculated=False; dmarc=pass header.from=gmail.com,pass,fail,pass,sensitive.com,64d0888d.5d0a0220.e4d0e.5c0b@mx.google.com,TRUE,[],[],209.85.221.43,-1,,,https://summary.uk.defend.egress.com/v3/summary?ref=api&sensitive=64d0889260636f9b431971e8,,sensitive_CL,
5bdb42e4-4fc8-46c0-af6d-41516e8390ee,OpsManager,,,"07/08/2023, 06:08:48.117",,,inboundEmail,"07/08/2023, 06:00:50.483","[{""domain"":""sensitive.com"",""localPart"":""joe.bloggs"",""displayName"":""""}]","[{""domain"":""gmail.com"",""localPart"":""egress.defend.sales"",""displayName"":""""}]","[""joe.bloggs@sensitive.com""]",egress.defend.sales@gmail.com,suspicious,hi,"07/08/2023, 06:00:50.374",,0,medium,london1.sensitive.com; spf=pass smtp.mailfrom=gmail.com smtp.ip=209.85.221.42 ajax.calculated=False; dkim=fail header.d=qjwqod9oqn916gcyqg0ya1e8x.sensitive.com ajax.calculated=False; dmarc=pass header.from=gmail.com,pass,fail,pass,sensitive.com,64d0888d.df0a0220.75cdf.18f2@mx.google.com,TRUE,[],[],209.85.221.42,-1,,,https://summary.uk.defend.egress.com/v3/summary?ref=api&sensitive=64d08892654ef718cd98dcfa,,sensitive_CL,
5bdb42e4-4fc8-46c0-af6d-41516e8390ee,OpsManager,,,"07/08/2023, 06:08:48.117",,,inboundEmail,"07/08/2023, 06:00:51.159","[{""domain"":""sensitive.com"",""localPart"":""joe.bloggs"",""displayName"":""""}]","[{""domain"":""gmail.com"",""localPart"":""egress.defend.sales"",""displayName"":""""}]","[""joe.bloggs@sensitive.com""]",egress.defend.sales@gmail.com,suspicious,hi,"07/08/2023, 06:00:51.069",,0,medium,london1.sensitive.com; spf=pass smtp.mailfrom=gmail.com smtp.ip=209.85.167.54 ajax.calculated=False; dkim=fail header.d=qjwqod9oqn916gcyqg0ya1e8x.sensitive.com ajax.calculated=False; dmarc=pass header.from=gmail.com,pass,fail,pass,sensitive.com,64d0888e.7b0a0220.708db.6e33@mx.google.com,TRUE,[],[],209.85.167.54,-1,,,https://summary.uk.defend.egress.com/v3/summary?ref=api&sensitive=64d08893e66ce3fa2864856d,,sensitive_CL,
5bdb42e4-4fc8-46c0-af6d-41516e8390ee,OpsManager,,,"07/08/2023, 06:08:48.117",,,inboundEmail,"07/08/2023, 06:00:51.301","[{""domain"":""sensitive.com"",""localPart"":""joe.bloggs"",""displayName"":""""}]","[{""domain"":""gmail.com"",""localPart"":""egress.defend.sales"",""displayName"":""""}]","[""joe.bloggs@sensitive.com""]",egress.defend.sales@gmail.com,suspicious,hi,"07/08/2023, 06:00:51.202",,0,medium,london1.sensitive.com; spf=pass smtp.mailfrom=gmail.com smtp.ip=209.85.221.53 ajax.calculated=False; dkim=fail header.d=qjwqod9oqn916gcyqg0ya1e8x.sensitive.com ajax.calculated=False; dmarc=pass header.from=gmail.com,pass,fail,pass,sensitive.com,64d0888f.df0a0220.f4669.d7d7@mx.google.com,TRUE,[],[],209.85.221.53,-1,,,https://summary.uk.defend.egress.com/v3/summary?ref=api&sensitive=64d08893be16ea3b564b6091,,sensitive_CL,
5bdb42e4-4fc8-46c0-af6d-41516e8390ee,OpsManager,,,"07/08/2023, 06:08:48.117",,,inboundEmail,"07/08/2023, 06:00:51.351","[{""domain"":""sensitive.com"",""localPart"":""joe.bloggs"",""displayName"":""""}]","[{""domain"":""gmail.com"",""localPart"":""egress.defend.sales"",""displayName"":""""}]","[""joe.bloggs@sensitive.com""]",egress.defend.sales@gmail.com,suspicious,hi,"07/08/2023, 06:00:51.227",,0,medium,london1.sensitive.com; spf=pass smtp.mailfrom=gmail.com smtp.ip=209.85.128.45 ajax.calculated=False; dkim=fail header.d=qjwqod9oqn916gcyqg0ya1e8x.sensitive.com ajax.calculated=False; dmarc=pass header.from=gmail.com,pass,fail,pass,sensitive.com,64d0888f.7b0a0220.c704e.5e3d@mx.google.com,TRUE,[],[],209.85.128.45,-1,,,https://summary.uk.defend.egress.com/v3/summary?ref=api&sensitive=64d08893431698aaf1a7b2f4,,sensitive_CL,
5bdb42e4-4fc8-46c0-af6d-41516e8390ee,OpsManager,,,"07/08/2023, 06:08:48.117",,,inboundEmail,"07/08/2023, 06:00:52.514","[{""domain"":""sensitive.com"",""localPart"":""joe.bloggs"",""displayName"":""""}]","[{""domain"":""gmail.com"",""localPart"":""egress.defend.sales"",""displayName"":""""}]","[""joe.bloggs@sensitive.com""]",egress.defend.sales@gmail.com,suspicious,hi,"07/08/2023, 06:00:52.406",,0,medium,london1.sensitive.com; spf=pass smtp.mailfrom=gmail.com smtp.ip=209.85.128.46 ajax.calculated=False; dkim=fail header.d=qjwqod9oqn916gcyqg0ya1e8x.sensitive.com ajax.calculated=False; dmarc=pass header.from=gmail.com,pass,fail,pass,sensitive.com,64d0888f.1c0a0220.2bec.9cc6@mx.google.com,TRUE,[],[],209.85.128.46,-1,,,https://summary.uk.defend.egress.com/v3/summary?ref=api&sensitive=64d08894b7362aa466006cdc,,sensitive_CL,
5bdb42e4-4fc8-46c0-af6d-41516e8390ee,OpsManager,,,"07/08/2023, 06:08:48.117",,,inboundEmail,"07/08/2023, 06:00:52.697","[{""domain"":""sensitive.com"",""localPart"":""joe.bloggs"",""displayName"":""""}]","[{""domain"":""gmail.com"",""localPart"":""egress.defend.sales"",""displayName"":""""}]","[""joe.bloggs@sensitive.com""]",egress.defend.sales@gmail.com,suspicious,hi,"07/08/2023, 06:00:52.589",,0,medium,london1.sensitive.com; spf=pass smtp.mailfrom=gmail.com smtp.ip=209.85.128.45 ajax.calculated=False; dkim=fail header.d=qjwqod9oqn916gcyqg0ya1e8x.sensitive.com ajax.calculated=False; dmarc=pass header.from=gmail.com,pass,fail,pass,sensitive.com,64d08890.7b0a0220.d8e0f.6480@mx.google.com,TRUE,[],[],209.85.128.45,-1,,,https://summary.uk.defend.egress.com/v3/summary?ref=api&sensitive=64d088944729be417be49847,,sensitive_CL,
5bdb42e4-4fc8-46c0-af6d-41516e8390ee,OpsManager,,,"07/08/2023, 06:08:48.117",,,inboundEmail,"07/08/2023, 06:00:53.267","[{""domain"":""sensitive.com"",""localPart"":""joe.bloggs"",""displayName"":""""}]","[{""domain"":""gmail.com"",""localPart"":""egress.defend.sales"",""displayName"":""""}]","[""joe.bloggs@sensitive.com""]",egress.defend.sales@gmail.com,suspicious,hi,"07/08/2023, 06:00:53.143",,0,medium,london1.sensitive.com; spf=pass smtp.mailfrom=gmail.com smtp.ip=209.85.128.52 ajax.calculated=False; dkim=fail header.d=qjwqod9oqn916gcyqg0ya1e8x.sensitive.com ajax.calculated=False; dmarc=pass header.from=gmail.com,pass,fail,pass,sensitive.com,64d08890.7b0a0220.866e1.a1e4@mx.google.com,TRUE,[],[],209.85.128.52,-1,,,https://summary.uk.defend.egress.com/v3/summary?ref=api&sensitive=64d088956d6e426ec3f77d6d,,sensitive_CL,
