TenantId,SourceSystem,MG,ManagementGroupName,"TimeGenerated [UTC]",Computer,RawData,"DocumentUrl_s","SHA512Hash_s","Id_g","Timestamp_s","UserDisplayName_s","UserLoginName_s","UserEmail_s","DocumentProtectionId_g","Type_s","Status_s","Application_s","Browser_s","OS_s","RuleName_s","RuleUrl_s","JSONExtra_s","Sender_s",Type,"_ResourceId"
"b895f90e-c418-40cc-afca-9e10fd880f5e",RestAPI,,,"3/18/2021, 11:28:07.609 PM",,,,,"437b89e6-23a9-45ed-b734-0786edabec30","3/18/2021 11:28:06 PM",Administrator,Administrator,"l.rowland@hsftrms.onmicrosoft.com","00000000-0000-0000-0000-000000000000",Delete,Success,Chrome,Chrome,Windows,"DAR Rule","https://sheriff/_admin/Pages/SettingsPages/DynamicAccessRuleEdit.aspx?itemid=1025","{""New"":"""",""Old"":""{\r\n  \""Name\"": \""DAR Rule\"",\r\n  \""Description\"": \""description added\"",\r\n  \""ScopeUrl\"": \""2019\"",\r\n  \""Condition\"": {\r\n    \""Expressions\"": [\r\n      {\r\n        \""Level\"": 0,\r\n        \""Operator\"": \""None\"",\r\n        \""RHSType\"": \""FixedValue\"",\r\n        \""RHSSource\"": \""txt\"",\r\n        \""LHSType\"": \""Column\"",\r\n        \""LHSSource\"": \""File Type\"",\r\n        \""ExpressionOperator\"": \""Equals\""\r\n      }\r\n    ]\r\n  },\r\n  \""RuleAccessAction\"": \""1\"",\r\n  \""IsActive\"": false,\r\n  \""Scope\"": \""Asset\"",\r\n  \""IsDeny\"": false\r\n}"",""Site URL"":""undefined""}",NCProtect,"NCProtectUAL_CL",
"b895f90e-c418-40cc-afca-9e10fd880f5e",RestAPI,,,"3/18/2021, 11:28:01.175 PM",,,,,"010a481e-bbb9-4562-a9ac-6af1d78b05ec","3/18/2021 11:27:59 PM",Administrator,Administrator,"l.rowland@hsftrms.onmicrosoft.com","00000000-0000-0000-0000-000000000000",Modify,Success,Chrome,Chrome,Windows,"DAR Rule","https://sheriff/_admin/Pages/SettingsPages/DynamicAccessRuleEdit.aspx?itemid=1025","{""New"":""{\r\n  \""Name\"": \""DAR Rule\"",\r\n  \""Description\"": \""description added\"",\r\n  \""ScopeUrl\"": \""2019\"",\r\n  \""Condition\"": {\r\n    \""Expressions\"": [\r\n      {\r\n        \""Level\"": 0,\r\n        \""Operator\"": \""None\"",\r\n        \""RHSType\"": \""FixedValue\"",\r\n        \""RHSSource\"": \""txt\"",\r\n        \""LHSType\"": \""Column\"",\r\n        \""LHSSource\"": \""File Type\"",\r\n        \""ExpressionOperator\"": \""Equals\""\r\n      }\r\n    ]\r\n  },\r\n  \""RuleAccessAction\"": \""1\"",\r\n  \""IsActive\"": false,\r\n  \""Scope\"": \""Asset\"",\r\n  \""IsDeny\"": false\r\n}"",""Old"":""{\r\n  \""Name\"": \""DAR Rule\"",\r\n  \""Description\"": \""description added\"",\r\n  \""ScopeUrl\"": \""2019\"",\r\n  \""Condition\"": {\r\n    \""Expressions\"": [\r\n      {\r\n        \""Level\"": 0,\r\n        \""Operator\"": \""None\"",\r\n        \""RHSType\"": \""FixedValue\"",\r\n        \""RHSSource\"": \""txt\"",\r\n        \""LHSType\"": \""Column\"",\r\n        \""LHSSource\"": \""File Type\"",\r\n        \""ExpressionOperator\"": \""Equals\""\r\n      }\r\n    ]\r\n  },\r\n  \""RuleAccessAction\"": \""1\"",\r\n  \""IsActive\"": false,\r\n  \""Scope\"": \""Asset\"",\r\n  \""IsDeny\"": false\r\n}"",""Site URL"":""""}",NCProtect,"NCProtectUAL_CL",
"b895f90e-c418-40cc-afca-9e10fd880f5e",RestAPI,,,"3/18/2021, 11:27:40.310 PM",,,,,"966ab519-7171-4a7d-a371-d06c7dc06588","3/18/2021 11:27:38 PM",Administrator,Administrator,"l.rowland@hsftrms.onmicrosoft.com","00000000-0000-0000-0000-000000000000",Create,Success,Chrome,Chrome,Windows,"DAR Rule","https://sheriff/_admin/Pages/SettingsPages/DynamicAccessRuleEdit.aspx?itemid=1025","{""New"":""{\r\n  \""Name\"": \""DAR Rule\"",\r\n  \""Description\"": \""\"",\r\n  \""ScopeUrl\"": \""2019\"",\r\n  \""Condition\"": {\r\n    \""Expressions\"": [\r\n      {\r\n        \""Level\"": 0,\r\n        \""Operator\"": \""None\"",\r\n        \""RHSType\"": \""FixedValue\"",\r\n        \""RHSSource\"": \""txt\"",\r\n        \""LHSType\"": \""Column\"",\r\n        \""LHSSource\"": \""File Type\"",\r\n        \""ExpressionOperator\"": \""Equals\""\r\n      }\r\n    ]\r\n  },\r\n  \""RuleAccessAction\"": \""1\"",\r\n  \""IsActive\"": false,\r\n  \""Scope\"": \""Asset\"",\r\n  \""IsDeny\"": false\r\n}"",""Old"":"""",""Site URL"":""""}",NCProtect,"NCProtectUAL_CL",
"b895f90e-c418-40cc-afca-9e10fd880f5e",RestAPI,,,"3/18/2021, 11:17:42.444 PM",,,,,"417bda2e-b0ea-4ca9-a505-4cdff7469ede","3/18/2021 11:17:40 PM",Administrator,Administrator,"l.rowland@hsftrms.onmicrosoft.com","00000000-0000-0000-0000-000000000000",Delete,Success,Chrome,Chrome,Windows,"Dar Rule","https://sheriff/_admin/Pages/SettingsPages/DynamicAccessRuleEdit.aspx?itemid=1024","{""New"":"""",""Old"":""{\r\n  \""Name\"": \""Dar Rule\"",\r\n  \""Description\"": \""description added\"",\r\n  \""ScopeUrl\"": \""2019\"",\r\n  \""Condition\"": {\r\n    \""Expressions\"": [\r\n      {\r\n        \""Level\"": 0,\r\n        \""Operator\"": \""None\"",\r\n        \""RHSType\"": \""FixedValue\"",\r\n        \""RHSSource\"": \""txt\"",\r\n        \""LHSType\"": \""Column\"",\r\n        \""LHSSource\"": \""File Type\"",\r\n        \""ExpressionOperator\"": \""Equals\""\r\n      }\r\n    ]\r\n  },\r\n  \""RuleAccessAction\"": \""1\"",\r\n  \""IsActive\"": false,\r\n  \""Scope\"": \""Asset\"",\r\n  \""IsDeny\"": false\r\n}"",""Site URL"":""undefined""}",NCProtect,"NCProtectUAL_CL",
"b895f90e-c418-40cc-afca-9e10fd880f5e",RestAPI,,,"3/18/2021, 11:17:36.690 PM",,,,,"8bc974f5-72b1-4fd5-b2dc-2f21591dac6d","3/18/2021 11:17:35 PM",Administrator,Administrator,"l.rowland@hsftrms.onmicrosoft.com","00000000-0000-0000-0000-000000000000",Modify,Success,Chrome,Chrome,Windows,"Dar Rule","https://sheriff/_admin/Pages/SettingsPages/DynamicAccessRuleEdit.aspx?itemid=1024","{""New"":""{\r\n  \""Name\"": \""Dar Rule\"",\r\n  \""Description\"": \""description added\"",\r\n  \""ScopeUrl\"": \""2019\"",\r\n  \""Condition\"": {\r\n    \""Expressions\"": [\r\n      {\r\n        \""Level\"": 0,\r\n        \""Operator\"": \""None\"",\r\n        \""RHSType\"": \""FixedValue\"",\r\n        \""RHSSource\"": \""txt\"",\r\n        \""LHSType\"": \""Column\"",\r\n        \""LHSSource\"": \""File Type\"",\r\n        \""ExpressionOperator\"": \""Equals\""\r\n      }\r\n    ]\r\n  },\r\n  \""RuleAccessAction\"": \""1\"",\r\n  \""IsActive\"": false,\r\n  \""Scope\"": \""Asset\"",\r\n  \""IsDeny\"": false\r\n}"",""Old"":""{\r\n  \""Name\"": \""Dar Rule\"",\r\n  \""Description\"": \""description added\"",\r\n  \""ScopeUrl\"": \""2019\"",\r\n  \""Condition\"": {\r\n    \""Expressions\"": [\r\n      {\r\n        \""Level\"": 0,\r\n        \""Operator\"": \""None\"",\r\n        \""RHSType\"": \""FixedValue\"",\r\n        \""RHSSource\"": \""txt\"",\r\n        \""LHSType\"": \""Column\"",\r\n        \""LHSSource\"": \""File Type\"",\r\n        \""ExpressionOperator\"": \""Equals\""\r\n      }\r\n    ]\r\n  },\r\n  \""RuleAccessAction\"": \""1\"",\r\n  \""IsActive\"": false,\r\n  \""Scope\"": \""Asset\"",\r\n  \""IsDeny\"": false\r\n}"",""Site URL"":""""}",NCProtect,"NCProtectUAL_CL",
"b895f90e-c418-40cc-afca-9e10fd880f5e",RestAPI,,,"3/18/2021, 11:17:24.467 PM",,,,,"60955dcb-deab-4633-9879-60739b4f84be","3/18/2021 11:17:22 PM",Administrator,Administrator,"l.rowland@hsftrms.onmicrosoft.com","00000000-0000-0000-0000-000000000000",Create,Success,Chrome,Chrome,Windows,"Dar Rule","https://sheriff/_admin/Pages/SettingsPages/DynamicAccessRuleEdit.aspx?itemid=1024","{""New"":""{\r\n  \""Name\"": \""Dar Rule\"",\r\n  \""Description\"": \""\"",\r\n  \""ScopeUrl\"": \""2019\"",\r\n  \""Condition\"": {\r\n    \""Expressions\"": [\r\n      {\r\n        \""Level\"": 0,\r\n        \""Operator\"": \""None\"",\r\n        \""RHSType\"": \""FixedValue\"",\r\n        \""RHSSource\"": \""txt\"",\r\n        \""LHSType\"": \""Column\"",\r\n        \""LHSSource\"": \""File Type\"",\r\n        \""ExpressionOperator\"": \""Equals\""\r\n      }\r\n    ]\r\n  },\r\n  \""RuleAccessAction\"": \""1\"",\r\n  \""IsActive\"": false,\r\n  \""Scope\"": \""Asset\"",\r\n  \""IsDeny\"": false\r\n}"",""Old"":"""",""Site URL"":""""}",NCProtect,"NCProtectUAL_CL",
"b895f90e-c418-40cc-afca-9e10fd880f5e",RestAPI,,,"3/18/2021, 11:17:00.136 PM",,,"https://sheriff/_admin/Account/Login.aspx",,"2759891e-1e8a-4ceb-b25e-ee23a6b20579","3/18/2021 11:16:58 PM",svcncprotect,svcncprotect,,"00000000-0000-0000-0000-000000000000",LoginSuccess,Success,Chrome,Chrome,Windows,,,"{""Details"":""Login Success for User administrator""}",NCProtect,"NCProtectUAL_CL",
"b895f90e-c418-40cc-afca-9e10fd880f5e",RestAPI,,,"3/18/2021, 11:16:51.315 PM",,,"https://sheriff/_admin/default.aspx",,"4fef4812-774c-4d0c-9913-7fa3915b7a41","3/18/2021 11:16:49 PM",svcncprotect,svcncprotect,,"00000000-0000-0000-0000-000000000000",Logout,Success,Chrome,Chrome,Windows,,,"{""Details"":""Logged out Success for User Administrator""}",NCProtect,"NCProtectUAL_CL",
"b895f90e-c418-40cc-afca-9e10fd880f5e",RestAPI,,,"3/18/2021, 11:16:43.863 PM",,,"https://sheriff/_admin/Account/Login.aspx",,"c054d65b-9c00-42ef-b196-3bf79f8da726","3/18/2021 11:16:42 PM",svcncprotect,svcncprotect,,"00000000-0000-0000-0000-000000000000",LoginSuccess,Success,Chrome,Chrome,Windows,,,"{""Details"":""Login Success for User administrator""}",NCProtect,"NCProtectUAL_CL",
"b895f90e-c418-40cc-afca-9e10fd880f5e",RestAPI,,,"3/21/2021, 10:38:57.794 PM",,,,"https://hsftrms.sharepoint.com/sites/KMTest851/Shared%20Documents/Board%20Agenda.pdf","n/a","47949cb8-ca30-4af9-b905-8b05bf03ae3c","3/21/2021 10:38:56 PM","Leigh Rowland","i:0#.f|membership|l.rowland@hsftrms.onmicrosoft.com","l.rowland@hsftrms.onmicrosoft.com","00000000-0000-0000-0000-000000000000",Open,Fail,Chrome,Chrome,Windows,,,"{""Details"":""NC Protect blocked requested access to /sites/KMTest851/_layouts/15/download.aspx?UniqueId=5c83b4ad-efa3-4df7-b446-7d0e43adfe4a by user i:0#.f|membership|l.rowland@hsftrms.onmicrosoft.com""}",NCProtect,"NCProtectUAL_CL",
