TimeGenerated [UTC],access_method,action,activity,alert,alert_type,app,app_activity,app_session_id,appcategory,appsuite,audit_category,audit_type,browser,browser_session_id,browser_version,category,cci,ccl,channel_id,client_bytes,conn_duration,connection_id,CononicalName,count_i,custom_connector,data_center,data_type,device,device_classification,dlp_file,dlp_incident_id,dlp_is_unique_count,dlp_mail_parent_id,dlp_parent_id,dlp_profile,dlp_rule,dlp_rule_count,dlp_rule_severity,dlp_unique_count,dst_country,dst_geoip_src,dst_latitude,dst_location,dst_longitude,dst_region,dst_timezone,dst_zipcode,dsthost,dstip,dstport,exposure,file_lang,file_path,file_size,file_type,from_user,from_user_category,fromlogs,hostname,instance,instance_id,internal_collaborator_count,log_file_name,logintype,loginurl,managed_app,managementID,md5,mime_type,modified,netskope_activity,netskope_pop,notify_template,nsdeviceuid,numbytes,object,object_id,object_type,org,organization_unit,orignal_file_path,os,os_version,other_categories,outer_doc_type,owner,page,page_site,parent_id,policy,policy_id,protocol,referer,req_cnt,request_id,resp_cnt,sAMAccountName,sanctioned_instance,scan_type,serial,server_bytes,sessionid,severity,sfwder,sha256,shared_with,site,smtp_to,src_country,src_geoip_src,src_latitude,src_location,src_longitude,src_region,src_time,src_timezone,src_zipcode,srcip,suppression_end_time,suppression_key,suppression_start_time,telemetry_app,timestamp,title_s,to_user,total_collaborator_count,traffic_type,transaction_id,true_obj_category,true_obj_type,tss_mode,type_s,universal_connector,ur_normalized,url,user,user_category,user_id,useragent,userip,userkey,userPrincipalName,web_universal_connector,workspace,workspace_id,TenantId,Type,_ResourceId
"2/4/2025, 11:15:22 PM",Explicit Proxy,,,no,,UpClear,,,Business Process Management,,,,unknown,,,Business Process Management,8,poor,,0,0,,,1,,,,Mac Device,,,0,,,0,,,0,,0,,1,0,unknown,0,,unknown,,,1.2.3.4,0,,,,0,,,,,,,,0,,,,yes,,,,0,,,,,0,,,,,,,Mac,unknown,[],,,webserver.kkrlogistics.com,[webserver.net],,,,,,0,0,0,,,,,0,,unknown,,,,UpClear.com,[],US,2,39,Columbus,-83,Ohio,,America/New_York,43215,1.2.3.4,0,,0,,1707112804,,,0,CloudApp,,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.4,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",Client,,Upload,no,,X (formerly Twitter),,,Social,,,,Chrome,,54.0.2840.90,Social,55,low,,0,0,,,1,,,,Win Device,,,0,,,0,,,0,,0,US,1,47,Redmond,-123,Washington,America/Los_Angeles,98052,,1.2.3.5,0,,,,105224532,,,,,EC2AMAZ-1OAJ8QB,,perfskope,0,,,,yes,,018c06f8ebef9e4c2ee6075db5825e24,,0,,,,,0,100MB.jpg_20170904-000645_demo.jpg,5e532d57-4909-4055-afc4-cc006da6ac14,File,,,,Win,Win,"[""Cloud Storage""]",,, ,twitter.com,/personal/perftester2_perfskope_com/Documents,,,,https:// ,0,0,0,,,,,0,,unknown,,,,Twitter.com,[],CA,2,45,Montreal,-74,Quebec,,America/Toronto,H3H,1.2.3.5,0,,0,,1707112805,,,0,CloudApp,,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.5,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",Explicit Proxy,,,no,,Standing Cloud,,,Content Management,,,,unknown,,,Content Management,8,unknown,,0,0,,,1,,,,Mac Device,,,0,,,0,,,0,,0,,1,0,unknown,0,,unknown,,,1.2.3.6,0,,,,0,,,,,,,,0,,,,yes,,,,0,,,,,0,,,,,,,Mac,unknown,[],,,webserver.kkrlogistics.com,[webserver.net],,,,,,0,0,0,,,,,0,,unknown,,,,StandingCloud,[],US,2,39,Columbus,-83,Ohio,,America/New_York,43215,1.2.3.6,0,,0,,1707112804,,,0,CloudApp,,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.6,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",Explicit Proxy,,Download,no,,CipherCloud,,,Security,,,,Chrome,,54.0.2840.90,Security,,unknown,,0,0,,,1,,,,Win Device,,,0,,,0,,,0,,0,US,1,47,Redmond,-123,Washington,N/A,N/A,,1.2.3.7,0,,,,0,application/octet-stream,,,,,,,0,,,,yes,,018c06f8ebef9e4c2ee6075db5825e24,,0,,,,,0,utf-8''TestResult_20170904-001935_demo.jpg,,File,,,,Win,Win,"[""Cloud Storage""]",,, ,ciphercloud.com,,,,,https:// ,0,0,0,,,,,0,,unknown,,,,CipherCloud.com,[],US,2,39,Columbus,-83,Ohio,,America/New_York,43215,1.2.3.7,0,,0,,1707112805,,,0,CloudApp,,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.7,michael.jordan@yahoo.com,,yes,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",Client,,Download,no,,Atlassian Accounts,,,Application Suite,,,,Chrome,,54.0.2840.90,Application Suite,86,high,,0,0,,,1,,,,Win Device,unmanaged,,0,,,0,,,0,,0,US,1,47,Redmond,-123,Washington,America/Los_Angeles,98052,,1.2.3.8,0,,,,0,image/jpeg,,,,EC2AMAZ-1OAJ8QB,,perfskope,0,,,,yes,,60c5e01476f244f2eef27c00a69ce63f,,0,,,,,0,1MB.jpg_20170904-000047_demo.jpg,,File,,,,Win,Win,"[""Cloud Storage""]",,, ,atlassian.com,,,,,https:// ,0,0,0,,,,,0,,unknown,,,,Atlassian,[],CA,2,45,Montreal,-74,Quebec,,America/Toronto,H3H,1.2.3.8,0,,0,,1707112805,,,0,CloudApp,,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.8,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",Explicit Proxy,,,no,,Slack,,,Collaboration,,,,unknown,,,Collaboration,79,high,,0,0,,,1,,,,Mac Device,,,0,,,0,,,0,,0,,1,0,unknown,0,,unknown,,,1.2.3.9,0,,,,0,,,,,,,,0,,,,yes,,,,0,,,,,0,,,,,,,Mac,unknown,[],,,webserver.kkrlogistics.com,[webserver.net],,,,,,0,0,0,,,,,0,,unknown,,,,Slack.com,[],US,2,39,Columbus,-83,Ohio,,America/New_York,43215,1.2.3.9,0,,0,,1707112803,,,0,CloudApp,,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.9,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",API Connector,,View,no,,AXACORE,,,Collaboration,,,,unknown,0,,Collaboration,14,poor,,0,0,0,,1,,,,Mac Device,,,0,,,0,,,0,,0,,0,0,,0,,,,,1.2.3.10,0,,,,0,,admin@kkrlogistics.com,,,,,sumoskope.sharepoint.com,0,,,,,,,,0,,,,,0,gaurav_kkrlogistics_com_SThumb.jpg,29e64400-788e-4fcb-8810-ca0bd40331d3,File,,,,Mac,,[],,,,,,,,,,0,0,0,,,,,0,,,,,,Axacore.com,[],US,2,37,Campbell,-122,California,,,95008,1.2.3.10,0,,0,,1707112804,,,0,CloudApp,0,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,Internal,,,1.2.3.10,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",Client,,Delete,no,,Azeus Convene,,,Collaboration,,,,Chrome,,54.0.2840.90,Collaboration,66,medium,,0,0,,,1,,,,Win Device,unmanaged,,0,,,0,,,0,,0,US,1,47,Redmond,-123,Washington,America/Los_Angeles,98052,,1.2.3.11,0,,,,0,,,,,EC2AMAZ-1OAJ8QB,,perfskope,0,,,,yes,,,,0,,,,,0,10KB.jpg_20170904-001325_demo.jpg',54d5455c-04c9-4fa3-85db-5cb3c930ab1e,File,,,,Win,Win,"[""Cloud Storage""]",,, ,anywherepad.com,/personal/perftester2_perfskope_com/Documents,,,,https:// ,0,0,0,,,,,0,,unknown,,,,AnywherePad.com,[],CA,2,45,Montreal,-74,Quebec,,America/Toronto,H3H,1.2.3.11,0,,0,,1707112804,,,0,CloudApp,,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.11,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",Explicit Proxy,,,no,,Zendesk,,,Help Desk Management,,,,unknown,,,Help Desk Management,81,high,,0,0,,,1,,,,Mac Device,,,0,,,0,,,0,,0,,1,0,unknown,0,,unknown,,,1.2.3.12,0,,,,0,,,,,,,,0,,,,yes,,,,0,,,,,0,,,,,,,Mac,unknown,[],,,webserver.kkrlogistics.com,[webserver.net],,,,,,0,0,0,,,,,0,,unknown,,,,Zendesk,[],US,2,39,Columbus,-83,Ohio,,America/New_York,43215,1.2.3.12,0,,0,,1707112805,,,0,CloudApp,,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.12,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
"2/4/2025, 11:15:22 PM",Client,,Download,no,,Cisco Webex,,,Collaboration,,,,Chrome,,54.0.2840.90,Collaboration,79,high,,0,0,,,1,,,,Win Device,unmanaged,,0,,,0,,,0,,0,US,1,47,Redmond,-123,Washington,America/Los_Angeles,98052,,1.2.3.13,0,,,,0,image/jpeg,,,,EC2AMAZ-1OAJ8QB,,perfskope,0,,,,yes,,60d2e411eb2f43968bd63f3ea094999f,,0,,,,,0,10MB.jpg_20170904-000456_demo.jpg,,File,,,,Win,Win,"[""Cloud Storage""]",,, ,cisco.com,,,,,https:// ,0,0,0,,,,,0,,unknown,,,,Cisco.com,[],CA,2,45,Montreal,-74,Quebec,,America/Toronto,H3H,1.2.3.13,0,,0,,1707112805,,,0,CloudApp,,,,,nspolicy,,michael.jordan@yahoo.com,www.google.com,michael.jordan@yahoo.com,,,,1.2.3.13,michael.jordan@yahoo.com,,,,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsApplication_CL,
