TimeGenerated [UTC],access_method,app,app_session_id,appcategory,browser,browser_session_id,browser_version,bypass_reason,bypass_traffic,category,cci,ccl,client_bytes,conn_duration,conn_endtime,conn_starttime,connection_id,CononicalName,count_i,device,domain,dst_country,dst_geoip_src,dst_latitude,dst_location,dst_longitude,dst_region,dst_timezone,dst_zipcode,dsthost,dstip,dstport,dynamic_classification,forward_to_proxy_profile,fromlogs,hostname,http_transaction_count,log_file_name,netskope_pop,network,numbytes,org,organization_unit,os,os_version,page,policy,protocol,req_cnt,request_id,resp_cnt,resp_content_len,resp_content_type,sAMAccountName,serial,server_bytes,sessionid,severity,sfwder,site,src_country,src_geoip_src,src_latitude,src_location,src_longitude,src_region,src_time,src_timezone,src_zipcode,srcip,ssl_decrypt_policy,suppression_end_time,suppression_start_time,timestamp,traffic_type,transaction_id,type_s,ur_normalized,url,user,user_generated,useragent,userip,userkey,userPrincipalName,TenantId,Type,_ResourceId
"2/5/2025, 12:40:21 AM",Client,Slack,,Collaboration,Native,,unknown,,no,Collaboration,79,high,73270,70,1707168231,1707168161,,,1,Mac Device,sysdigcloud.slack.com,GB,,51,London,-1,England,Europe/London,EC4R,,1.1.1.1,443,,,,harry.styles,25,,ES-MAD2,,430329,,,Sonoma,Sonoma,sysdigcloud.slack.com,,HTTP/1.1,25,,25,,,,,357059,,unknown,,Slack,ES,,41,Zaragoza,-1,Aragon,Mon Feb  5 22:22:00 2024,Europe/Madrid,50011,1.1.2.1,,,,1707168161,CloudApp,,connection,harry.styles@yahoo.com,sysdigcloud.slack.com,harry.styles@yahoo.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.36.138 Chrome/120.0.6099.199 Electron/28.1.2 Safari/537.36 MacAppStore/23.2.0 AppleSilicon Sonic Slack_SSB/4.36.138",192.168.1.135,harry.styles@yahoo.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsConnection_CL,
"2/5/2025, 12:40:21 AM",Client,Slack,,Collaboration,Native,,unknown,,no,Collaboration,79,high,37280,64,1707168227,1707168163,,,1,Mac Device,multiversofriki.slack.com,GB,,51,London,-1,England,Europe/London,EC4R,,1.1.1.2,443,,,,harry.styles,13,,ES-MAD2,,107115,,,Sonoma,Sonoma,multiversofriki.slack.com,,HTTP/1.1,13,,13,,,,,69835,,unknown,,Slack,ES,,41,Zaragoza,-1,Aragon,Mon Feb  5 22:22:00 2024,Europe/Madrid,50011,1.1.2.2,,,,1707168163,CloudApp,,connection,harry.styles@yahoo.com,multiversofriki.slack.com,harry.styles@yahoo.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.36.138 Chrome/120.0.6099.199 Electron/28.1.2 Safari/537.36 MacAppStore/23.2.0 AppleSilicon Sonic Slack_SSB/4.36.138",192.168.1.135,harry.styles@yahoo.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsConnection_CL,
"2/5/2025, 12:40:21 AM",Client,Slack,,Collaboration,Native,,unknown,,no,Collaboration,79,high,34766,70,1707168229,1707168159,,,1,Mac Device,rh-isv-partners.slack.com,GB,,51,London,-1,England,Europe/London,EC4R,,1.1.1.3,443,,,,harry.styles,12,,ES-MAD2,,100280,,,Sonoma,Sonoma,rh-isv-partners.slack.com,,HTTP/1.1,12,,12,,,,,65514,,unknown,,Slack,ES,,41,Zaragoza,-1,Aragon,Mon Feb  5 22:22:00 2024,Europe/Madrid,50011,1.1.2.3,,,,1707168159,CloudApp,,connection,harry.styles@yahoo.com,rh-isv-partners.slack.com,harry.styles@yahoo.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.36.138 Chrome/120.0.6099.199 Electron/28.1.2 Safari/537.36 MacAppStore/23.2.0 AppleSilicon Sonic Slack_SSB/4.36.138",192.168.1.135,harry.styles@yahoo.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsConnection_CL,
"2/5/2025, 12:40:21 AM",Client,Slack,,Collaboration,Native,,unknown,,no,Collaboration,79,high,31891,75,1707168237,1707168162,,,1,Mac Device,rancher-users.slack.com,GB,,51,London,-1,England,Europe/London,EC4R,,1.1.1.4,443,,,,harry.styles,11,,ES-MAD2,,59693,,,Sonoma,Sonoma,rancher-users.slack.com,,HTTP/1.1,11,,11,,,,,27802,,unknown,,Slack,ES,,41,Zaragoza,-1,Aragon,Mon Feb  5 22:22:00 2024,Europe/Madrid,50011,1.1.2.4,,,,1707168162,CloudApp,,connection,harry.styles@yahoo.com,rancher-users.slack.com,harry.styles@yahoo.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.36.138 Chrome/120.0.6099.199 Electron/28.1.2 Safari/537.36 MacAppStore/23.2.0 AppleSilicon Sonic Slack_SSB/4.36.138",192.168.1.135,harry.styles@yahoo.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsConnection_CL,
"2/5/2025, 12:40:21 AM",Client,Slack,,Collaboration,Native,,unknown,,no,Collaboration,79,high,26553,3,1707168162,1707168159,,,1,Mac Device,wss-primary.slack.com,IE,,53,Dublin,-7,Leinster,Europe/Dublin,D02,,1.1.1.5,443,,,,harry.styles,11,,ES-MAD2,,26553,,,Sonoma,Sonoma,wss-primary.slack.com,,HTTP/1.1,11,,11,,,,,0,,unknown,,Slack,ES,,41,Zaragoza,-1,Aragon,Mon Feb  5 22:22:00 2024,Europe/Madrid,50011,1.1.2.5,,,,1707168159,CloudApp,,connection,harry.styles@yahoo.com,wss-primary.slack.com,harry.styles@yahoo.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.36.138 Chrome/120.0.6099.199 Electron/28.1.2 Safari/537.36 MacAppStore/23.2.0 AppleSilicon Sonic Slack_SSB/4.36.138",192.168.1.135,harry.styles@yahoo.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsConnection_CL,
"2/5/2025, 12:40:21 AM",Client,Slack,,Collaboration,Native,,unknown,,no,Collaboration,79,high,31902,71,1707168234,1707168163,,,1,Mac Device,rafaycommunity.slack.com,GB,,51,London,-1,England,Europe/London,EC4R,,1.1.1.6,443,,,,harry.styles,11,,ES-MAD2,,95817,,,Sonoma,Sonoma,rafaycommunity.slack.com,,HTTP/1.1,11,,11,,,,,63915,,unknown,,Slack,ES,,41,Zaragoza,-1,Aragon,Mon Feb  5 22:22:00 2024,Europe/Madrid,50011,1.1.2.6,,,,1707168163,CloudApp,,connection,harry.styles@yahoo.com,rafaycommunity.slack.com,harry.styles@yahoo.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.36.138 Chrome/120.0.6099.199 Electron/28.1.2 Safari/537.36 MacAppStore/23.2.0 AppleSilicon Sonic Slack_SSB/4.36.138",192.168.1.135,harry.styles@yahoo.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsConnection_CL,
"2/5/2025, 12:40:21 AM",Client,Slack,,Collaboration,Native,,unknown,,no,Collaboration,79,high,31858,72,1707168233,1707168161,,,1,Mac Device,crossplane.slack.com,GB,,51,London,-1,England,Europe/London,EC4R,,1.1.1.7,443,,,,harry.styles,11,,ES-MAD2,,96328,,,Sonoma,Sonoma,crossplane.slack.com,,HTTP/1.1,11,,11,,,,,64470,,unknown,,Slack,ES,,41,Zaragoza,-1,Aragon,Mon Feb  5 22:22:00 2024,Europe/Madrid,50011,1.1.2.7,,,,1707168161,CloudApp,,connection,harry.styles@yahoo.com,crossplane.slack.com,harry.styles@yahoo.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.36.138 Chrome/120.0.6099.199 Electron/28.1.2 Safari/537.36 MacAppStore/23.2.0 AppleSilicon Sonic Slack_SSB/4.36.138",192.168.1.135,harry.styles@yahoo.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsConnection_CL,
"2/5/2025, 12:40:21 AM",Client,Google Drive,,Cloud Storage,Chrome,,121.0.0.0,,no,Cloud Storage,82,high,1202655,122,1707168281,1707168159,,,1,Mac Device,docs.google.com,JP,,35,Tokyo,139,Tokyo,Asia/Tokyo,N/A,,1.1.1.8,443,,,,harry.styles,219,,ES-MAD2,,22387627,,,Sonoma,Sonoma,docs.google.com,,HTTP/1.1,219,,219,,,,,21184972,,unknown,,Google Drive,ES,,41,Zaragoza,-1,Aragon,Mon Feb  5 22:22:00 2024,Europe/Madrid,50011,1.1.2.8,,,,1707168159,CloudApp,,connection,harry.styles@yahoo.com,docs.google.com,harry.styles@yahoo.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",192.168.1.135,harry.styles@yahoo.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsConnection_CL,
"2/5/2025, 12:40:21 AM",Client,Slack,,Collaboration,Native,,unknown,,no,Collaboration,79,high,34558,64,1707168226,1707168162,,,1,Mac Device,github-partners.slack.com,GB,,51,London,-1,England,Europe/London,EC4R,,1.1.1.9,443,,,,harry.styles,12,,ES-MAD2,,97745,,,Sonoma,Sonoma,github-partners.slack.com,,HTTP/1.1,12,,12,,,,,63187,,unknown,,Slack,ES,,41,Zaragoza,-1,Aragon,Mon Feb  5 22:22:00 2024,Europe/Madrid,50011,1.1.2.9,,,,1707168162,CloudApp,,connection,harry.styles@yahoo.com,github-partners.slack.com,harry.styles@yahoo.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.36.138 Chrome/120.0.6099.199 Electron/28.1.2 Safari/537.36 MacAppStore/23.2.0 AppleSilicon Sonic Slack_SSB/4.36.138",192.168.1.135,harry.styles@yahoo.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsConnection_CL,
"2/5/2025, 12:40:21 AM",Client,Google Chat,,Collaboration,Chrome,,106.0.5249.181,,no,Collaboration,90,excellent,117848,204,1707168362,1707168158,,,1,Mac Device,chat.google.com,US,,37,Mountain View,-123,California,America/Los_Angeles,N/A,,1.1.1.10,443,,,,harry.styles,32,,ES-MAD2,,169622,,,Sonoma,Sonoma,chat.google.com,,HTTP/1.1,32,,32,,,,,51774,,unknown,,Google Chat,ES,,41,Zaragoza,-1,Aragon,Mon Feb  5 22:22:00 2024,Europe/Madrid,50011,1.1.2.10,,,,1707168158,CloudApp,,connection,harry.styles@yahoo.com,chat.google.com,harry.styles@yahoo.com,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Clovery/27.5.0 Chrome/106.0.5249.181 Electron/21.3.0 Safari/537.36",192.168.1.135,harry.styles@yahoo.com,,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsConnection_CL,
