TenantId,SourceSystem,ResourceId,OperationName,OperationVersion,Category,ResultType,ResultSignature,ResultDescription,DurationMs,CorrelationId,Resource,ResourceGroup,ResourceProvider,Identity,Level,Location,AlternateSignInName,AppDisplayName,AppId,AuthenticationDetails,AuthenticationMethodsUsed,AuthenticationProcessingDetails,AuthenticationRequirement,AuthenticationRequirementPolicies,ClientAppUsed,ConditionalAccessPolicies_dynamic,ConditionalAccessPolicies_string,ConditionalAccessStatus,CreatedDateTime [UTC],DeviceDetail_dynamic,DeviceDetail_string,IsInteractive,Id,IPAddress,IsRisky,LocationDetails_dynamic,LocationDetails_string,MfaDetail_dynamic,MfaDetail_string,NetworkLocationDetails,OriginalRequestId,ProcessingTimeInMilliseconds,RiskDetail,RiskEventTypes,RiskEventTypes_V2,RiskLevelAggregated,RiskLevelDuringSignIn,RiskState,ResourceDisplayName,ResourceIdentity,ServicePrincipalId,ServicePrincipalName,Status_dynamic,Status_string,TokenIssuerName,TokenIssuerType,UserAgent,UserDisplayName,UserId,UserPrincipalName,AADTenantId,UserType,FlaggedForReview,SignInIdentifier,SignInIdentifierType,ResourceTenantId,HomeTenantId,Type,AdditionalDetails,InitiatedBy
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,Azure AD,/tenants/2ad3fc79-1859-42fa-9011-6f8df2251b22/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,0,None,,0,f9ff9ee8-d565-478b-bc95-8b4f0d468fe1,Microsoft.aadiam,Microsoft.aadiam,,Adele Vance,4,IL,,Azure Portal,c44b4083-3bb0-49c1-b47d-974e53cbdf3c,"[
  {
    ""authenticationStepDateTime"": ""2021-04-28T14:08:45.2213421+00:00"",
    ""authenticationMethod"": ""Previously satisfied"",
    ""succeeded"": true,
    ""authenticationStepResultDetail"": ""First factor requirement satisfied by claim in the token"",
    ""authenticationStepRequirement"": ""Primary authentication"",
    ""StatusSequence"": 0,
    ""RequestSequence"": 0
  }
]",,"[
  {
    ""key"": ""IsCAEToken"",
    ""value"": ""False""
  }
]",singleFactorAuthentication,[],Browser,"[{""enforcedSessionControls"":[],""conditionsNotSatisfied"":0,""enforcedGrantControls"":[],""conditionsSatisfied"":0,""displayName"":""Exchange Online Requires Compliant Device"",""result"":""notEnabled"",""id"":""defb835a-eb9f-4346-a2ca-7a9184867bf1""}]",,notApplied,"4/28/2021, 2:08:45.221 PM","{""operatingSystem"":""Windows 10"",""deviceId"":"""",""browser"":""Edge 90.0.818""}",,TRUE,cfb68155-70f5-4e28-b046-0a3a7086c401,175.45.176.99,,"{""countryOrRegion"":""IL"",""geoCoordinates"":{""longitude"":34.79964828491211,""latitude"":32.02956008911133},""state"":""Tel Aviv"",""city"":""Azor""}",,{},,[],cfb68155-70f5-4e28-b046-0a3a7086c401,3535,none,[],[],none,none,none,Windows Azure Service Management API,797f4846-ba00-4fd7-ba43-dac1f8f63013,,,"{""errorCode"":0}",,,AzureAD,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",Adele Vance,9b117c67-170e-4aed-9702-658b3fddc889,adelev@m365x816222.onmicrosoft.com,2ad3fc79-1859-42fa-9011-6f8df2251b22,Member,,,,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,SigninLogs,,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,Azure AD,/tenants/2ad3fc79-1859-42fa-9011-6f8df2251b22/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,0,None,,0,b374c020-b0b2-4295-a9da-74bdd31de68c,Microsoft.aadiam,Microsoft.aadiam,,Adele Vance,4,IL,,O365 Suite UX,4345a7b9-9a63-4910-a426-35363201d503,"[
  {
    ""authenticationStepDateTime"": ""2021-04-28T14:27:54.8914298+00:00"",
    ""authenticationMethod"": ""Previously satisfied"",
    ""succeeded"": true,
    ""authenticationStepResultDetail"": ""First factor requirement satisfied by claim in the token"",
    ""authenticationStepRequirement"": ""Primary authentication"",
    ""StatusSequence"": 0,
    ""RequestSequence"": 0
  }
]",,"[
  {
    ""key"": ""IsCAEToken"",
    ""value"": ""False""
  }
]",singleFactorAuthentication,[],Browser,"[{""enforcedSessionControls"":[],""conditionsNotSatisfied"":0,""enforcedGrantControls"":[],""conditionsSatisfied"":0,""displayName"":""Exchange Online Requires Compliant Device"",""result"":""notEnabled"",""id"":""defb835a-eb9f-4346-a2ca-7a9184867bf1""}]",,notApplied,"4/28/2021, 2:27:54.891 PM","{""operatingSystem"":""Windows 10"",""deviceId"":"""",""browser"":""Edge 90.0.818""}",,TRUE,ff7972e5-bd41-4c6a-9cc9-c34dc63e5701,175.45.176.99,,"{""countryOrRegion"":""IL"",""geoCoordinates"":{""longitude"":34.79964828491211,""latitude"":32.02956008911133},""state"":""Tel Aviv"",""city"":""Azor""}",,{},,[],ff7972e5-bd41-4c6a-9cc9-c34dc63e5701,1412,none,[],[],none,none,none,Windows Azure Active Directory,00000002-0000-0000-c000-000000000000,,,"{""errorCode"":0}",,,AzureAD,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",Adele Vance,9b117c67-170e-4aed-9702-658b3fddc889,adelev@m365x816222.onmicrosoft.com,2ad3fc79-1859-42fa-9011-6f8df2251b22,Member,,,,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,SigninLogs,,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,Azure AD,/tenants/2ad3fc79-1859-42fa-9011-6f8df2251b22/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,0,None,,0,06910dc5-8e07-46a5-b53d-11c5ba4ed673,Microsoft.aadiam,Microsoft.aadiam,,Adele Vance,4,IL,,Office365 Shell WCSS-Client,89bee1f7-5e6e-4d8a-9f3d-ecd601259da7,"[
  {
    ""authenticationStepDateTime"": ""2021-04-28T14:28:01.4357074+00:00"",
    ""authenticationMethod"": ""Previously satisfied"",
    ""succeeded"": true,
    ""authenticationStepResultDetail"": ""First factor requirement satisfied by claim in the token"",
    ""authenticationStepRequirement"": ""Primary authentication"",
    ""StatusSequence"": 0,
    ""RequestSequence"": 0
  }
]",,"[
  {
    ""key"": ""Login Hint Present"",
    ""value"": ""True""
  },
  {
    ""key"": ""IsCAEToken"",
    ""value"": ""False""
  }
]",singleFactorAuthentication,[],Browser,"[{""enforcedSessionControls"":[],""conditionsNotSatisfied"":0,""enforcedGrantControls"":[],""conditionsSatisfied"":0,""displayName"":""Exchange Online Requires Compliant Device"",""result"":""notEnabled"",""id"":""defb835a-eb9f-4346-a2ca-7a9184867bf1""}]",,notApplied,"4/28/2021, 2:28:01.435 PM","{""operatingSystem"":""Windows 10"",""deviceId"":"""",""browser"":""Edge 90.0.818""}",,TRUE,797afc36-b046-45b1-93bf-7d0b66357301,175.45.176.99,,"{""countryOrRegion"":""IL"",""geoCoordinates"":{""longitude"":34.79964828491211,""latitude"":32.02956008911133},""state"":""Tel Aviv"",""city"":""Azor""}",,{},,[],797afc36-b046-45b1-93bf-7d0b66357301,1289,none,[],[],none,none,none,,,,,"{""errorCode"":0}",,,AzureAD,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",Adele Vance,9b117c67-170e-4aed-9702-658b3fddc889,adelev@m365x816222.onmicrosoft.com,2ad3fc79-1859-42fa-9011-6f8df2251b22,Member,,,,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,SigninLogs,,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,Azure AD,/tenants/2ad3fc79-1859-42fa-9011-6f8df2251b22/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,0,None,,0,d948aa1d-9416-4d23-8383-3a4847bca5fc,Microsoft.aadiam,Microsoft.aadiam,,Adele Vance,4,IL,,Office365 Shell WCSS-Client,89bee1f7-5e6e-4d8a-9f3d-ecd601259da7,"[
  {
    ""authenticationStepDateTime"": ""2021-04-28T14:28:06.2490139+00:00"",
    ""authenticationMethod"": ""Previously satisfied"",
    ""succeeded"": true,
    ""authenticationStepResultDetail"": ""First factor requirement satisfied by claim in the token"",
    ""authenticationStepRequirement"": ""Primary authentication"",
    ""StatusSequence"": 0,
    ""RequestSequence"": 0
  }
]",,"[
  {
    ""key"": ""Domain Hint Present"",
    ""value"": ""True""
  },
  {
    ""key"": ""Login Hint Present"",
    ""value"": ""True""
  },
  {
    ""key"": ""IsCAEToken"",
    ""value"": ""False""
  }
]",singleFactorAuthentication,[],Browser,"[{""enforcedSessionControls"":[],""conditionsNotSatisfied"":0,""enforcedGrantControls"":[],""conditionsSatisfied"":0,""displayName"":""Exchange Online Requires Compliant Device"",""result"":""notEnabled"",""id"":""defb835a-eb9f-4346-a2ca-7a9184867bf1""}]",,notApplied,"4/28/2021, 2:28:06.249 PM","{""operatingSystem"":""Windows 10"",""deviceId"":"""",""browser"":""Edge 90.0.818""}",,TRUE,b862bbd8-080c-47f4-8d77-b0c902505c01,175.45.176.99,,"{""countryOrRegion"":""IL"",""geoCoordinates"":{""longitude"":34.79964828491211,""latitude"":32.02956008911133},""state"":""Tel Aviv"",""city"":""Azor""}",,{},,[],b862bbd8-080c-47f4-8d77-b0c902505c01,2174,none,[],[],none,none,none,Office365 Shell WCSS-Server,5f09333a-842c-47da-a157-57da27fcbca5,,,"{""errorCode"":0}",,,AzureAD,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",Adele Vance,9b117c67-170e-4aed-9702-658b3fddc889,adelev@m365x816222.onmicrosoft.com,2ad3fc79-1859-42fa-9011-6f8df2251b22,Member,,,,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,SigninLogs,,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,Azure AD,/tenants/2ad3fc79-1859-42fa-9011-6f8df2251b22/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,0,None,,0,e44aa2e9-3258-45a1-82bf-e4801f8003ac,Microsoft.aadiam,Microsoft.aadiam,,Adele Vance,4,IL,,Office365 Shell WCSS-Client,89bee1f7-5e6e-4d8a-9f3d-ecd601259da7,"[
  {
    ""authenticationStepDateTime"": ""2021-04-28T14:28:06.921786+00:00"",
    ""authenticationMethod"": ""Previously satisfied"",
    ""succeeded"": true,
    ""authenticationStepResultDetail"": ""First factor requirement satisfied by claim in the token"",
    ""authenticationStepRequirement"": ""Primary authentication"",
    ""StatusSequence"": 0,
    ""RequestSequence"": 0
  }
]",,"[
  {
    ""key"": ""Domain Hint Present"",
    ""value"": ""True""
  },
  {
    ""key"": ""Login Hint Present"",
    ""value"": ""True""
  },
  {
    ""key"": ""IsCAEToken"",
    ""value"": ""False""
  }
]",singleFactorAuthentication,[],Browser,"[{""enforcedSessionControls"":[],""conditionsNotSatisfied"":0,""enforcedGrantControls"":[],""conditionsSatisfied"":0,""displayName"":""Exchange Online Requires Compliant Device"",""result"":""notEnabled"",""id"":""defb835a-eb9f-4346-a2ca-7a9184867bf1""}]",,notApplied,"4/28/2021, 2:28:06.921 PM","{""operatingSystem"":""Windows 10"",""deviceId"":"""",""browser"":""Edge 90.0.818""}",,TRUE,b3b31048-1654-4f80-880e-d9f5dbfd6c01,175.45.176.99,,"{""countryOrRegion"":""IL"",""geoCoordinates"":{""longitude"":34.79964828491211,""latitude"":32.02956008911133},""state"":""Tel Aviv"",""city"":""Azor""}",,{},,[],b3b31048-1654-4f80-880e-d9f5dbfd6c01,2657,none,[],[],none,none,none,Microsoft Graph,00000003-0000-0000-c000-000000000000,,,"{""errorCode"":0}",,,AzureAD,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",Adele Vance,9b117c67-170e-4aed-9702-658b3fddc889,adelev@m365x816222.onmicrosoft.com,2ad3fc79-1859-42fa-9011-6f8df2251b22,Member,,,,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,SigninLogs,,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,Azure AD,/tenants/2ad3fc79-1859-42fa-9011-6f8df2251b22/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,0,None,,0,e824715d-6d00-40f4-a54f-9b58b0184a1f,Microsoft.aadiam,Microsoft.aadiam,,Adele Vance,4,IL,,Office 365 Exchange Online,00000002-0000-0ff1-ce00-000000000000,"[
  {
    ""authenticationStepDateTime"": ""2021-04-28T14:29:06.986823+00:00"",
    ""authenticationMethod"": ""Previously satisfied"",
    ""succeeded"": true,
    ""authenticationStepResultDetail"": ""First factor requirement satisfied by claim in the token"",
    ""authenticationStepRequirement"": ""Primary authentication"",
    ""StatusSequence"": 0,
    ""RequestSequence"": 0
  }
]",,"[
  {
    ""key"": ""Domain Hint Present"",
    ""value"": ""True""
  },
  {
    ""key"": ""IsCAEToken"",
    ""value"": ""True""
  }
]",singleFactorAuthentication,[],Browser,"[{""enforcedSessionControls"":[],""conditionsNotSatisfied"":0,""enforcedGrantControls"":[],""conditionsSatisfied"":0,""displayName"":""Exchange Online Requires Compliant Device"",""result"":""notEnabled"",""id"":""defb835a-eb9f-4346-a2ca-7a9184867bf1""}]",,notApplied,"4/28/2021, 2:29:06.986 PM","{""operatingSystem"":""Windows 10"",""deviceId"":"""",""browser"":""Edge 90.0.818""}",,TRUE,94a69790-5bb8-4d63-a81c-a87941bd5901,175.45.176.99,,"{""countryOrRegion"":""IL"",""geoCoordinates"":{""longitude"":34.79964828491211,""latitude"":32.02956008911133},""state"":""Tel Aviv"",""city"":""Azor""}",,{},,[],94a69790-5bb8-4d63-a81c-a87941bd5901,2760,none,[],[],none,none,none,Office 365 Exchange Online,00000002-0000-0ff1-ce00-000000000000,,,"{""errorCode"":0}",,,AzureAD,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",Adele Vance,9b117c67-170e-4aed-9702-658b3fddc889,adelev@m365x816222.onmicrosoft.com,2ad3fc79-1859-42fa-9011-6f8df2251b22,Member,,,,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,SigninLogs,,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,Azure AD,/tenants/2ad3fc79-1859-42fa-9011-6f8df2251b22/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,0,None,,0,d8c36749-e8be-488f-b32b-316361ca724b,Microsoft.aadiam,Microsoft.aadiam,,Adele Vance,4,IL,,Microsoft Teams Web Client,5e3ce6c0-2b1f-4285-8d4b-75ee78787346,"[
  {
    ""authenticationStepDateTime"": ""2021-04-28T14:29:07.9702173+00:00"",
    ""authenticationMethod"": ""Previously satisfied"",
    ""succeeded"": true,
    ""authenticationStepResultDetail"": ""First factor requirement satisfied by claim in the token"",
    ""authenticationStepRequirement"": ""Primary authentication"",
    ""StatusSequence"": 0,
    ""RequestSequence"": 0
  }
]",,"[
  {
    ""key"": ""IsCAEToken"",
    ""value"": ""False""
  }
]",singleFactorAuthentication,[],Browser,"[{""enforcedSessionControls"":[],""conditionsNotSatisfied"":0,""enforcedGrantControls"":[],""conditionsSatisfied"":0,""displayName"":""Exchange Online Requires Compliant Device"",""result"":""notEnabled"",""id"":""defb835a-eb9f-4346-a2ca-7a9184867bf1""}]",,notApplied,"4/28/2021, 2:29:07.970 PM","{""operatingSystem"":""Windows 10"",""deviceId"":"""",""browser"":""Edge 90.0.818""}",,TRUE,e66745a9-0ef9-41ca-9b8c-0d96e3936101,175.45.176.99,,"{""countryOrRegion"":""IL"",""geoCoordinates"":{""longitude"":34.79964828491211,""latitude"":32.02956008911133},""state"":""Tel Aviv"",""city"":""Azor""}",,{},,[],e66745a9-0ef9-41ca-9b8c-0d96e3936101,1899,none,[],[],none,none,none,,,,,"{""errorCode"":0}",,,AzureAD,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",Adele Vance,9b117c67-170e-4aed-9702-658b3fddc889,adelev@m365x816222.onmicrosoft.com,2ad3fc79-1859-42fa-9011-6f8df2251b22,Member,,,,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,SigninLogs,,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,Azure AD,/tenants/2ad3fc79-1859-42fa-9011-6f8df2251b22/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,16000,None,Other,0,efb0c29f-204d-c000-3135-7a444b8eddbc,Microsoft.aadiam,Microsoft.aadiam,,Adele Vance,4,IL,,Office 365 SharePoint Online,00000003-0000-0ff1-ce00-000000000000,"[
  {
    ""authenticationStepDateTime"": ""2021-04-28T14:29:08.3569132+00:00"",
    ""authenticationMethod"": ""Previously satisfied"",
    ""succeeded"": true,
    ""authenticationStepResultDetail"": ""First factor requirement satisfied by claim in the token"",
    ""authenticationStepRequirement"": ""Primary authentication"",
    ""StatusSequence"": 0,
    ""RequestSequence"": 0
  }
]",,"[
  {
    ""key"": ""IsCAEToken"",
    ""value"": ""False""
  }
]",singleFactorAuthentication,[],Browser,[],,notApplied,"4/28/2021, 2:29:08.356 PM","{""operatingSystem"":""Windows 10"",""deviceId"":"""",""browser"":""Edge 90.0.818""}",,TRUE,d8acd976-4765-4bb7-805b-9d110f3d5a01,175.45.176.99,,"{""countryOrRegion"":""IL"",""geoCoordinates"":{""longitude"":34.79964828491211,""latitude"":32.02956008911133},""state"":""Tel Aviv"",""city"":""Azor""}",,{},,[],d8acd976-4765-4bb7-805b-9d110f3d5a01,2798,none,[],[],none,none,none,Office 365 SharePoint Online,00000003-0000-0ff1-ce00-000000000000,,,"{""errorCode"":16000,""failureReason"":""Other""}",,,AzureAD,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",Adele Vance,9b117c67-170e-4aed-9702-658b3fddc889,adelev@m365x816222.onmicrosoft.com,2ad3fc79-1859-42fa-9011-6f8df2251b22,Member,,,,2ad3fc79-1859-42fa-9011-6f8df2251b22,,SigninLogs,,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,Azure AD,/tenants/2ad3fc79-1859-42fa-9011-6f8df2251b22/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,50058,None,The application tried to perform a silent sign in and the user could not be silently signed in. The application needs to start an interactive flow giving users an option to sign in. Contact app owner.,0,bf595f69-3dcc-4eef-b1c1-ba3cd8ba3de7,Microsoft.aadiam,Microsoft.aadiam,,Adele Vance,4,IL,,Microsoft Teams Web Client,5e3ce6c0-2b1f-4285-8d4b-75ee78787346,"[
  {
    ""authenticationStepDateTime"": ""2021-04-28T14:29:16.617982+00:00"",
    ""authenticationMethod"": ""Previously satisfied"",
    ""succeeded"": true,
    ""authenticationStepResultDetail"": ""First factor requirement satisfied by claim in the token"",
    ""authenticationStepRequirement"": ""Primary authentication"",
    ""StatusSequence"": 0,
    ""RequestSequence"": 0
  }
]",,"[
  {
    ""key"": ""Login Hint Present"",
    ""value"": ""True""
  },
  {
    ""key"": ""IsCAEToken"",
    ""value"": ""False""
  }
]",singleFactorAuthentication,[],Browser,"[{""enforcedSessionControls"":[],""conditionsNotSatisfied"":0,""enforcedGrantControls"":[],""conditionsSatisfied"":0,""displayName"":""Exchange Online Requires Compliant Device"",""result"":""notEnabled"",""id"":""defb835a-eb9f-4346-a2ca-7a9184867bf1""}]",,notApplied,"4/28/2021, 2:29:16.617 PM","{""operatingSystem"":""Windows 10"",""deviceId"":"""",""browser"":""Edge 90.0.818""}",,TRUE,dffdd8fc-a142-4ddd-8ced-0192613f6901,175.45.176.99,,"{""countryOrRegion"":""IL"",""geoCoordinates"":{""longitude"":34.79964828491211,""latitude"":32.02956008911133},""state"":""Tel Aviv"",""city"":""Azor""}",,{},,[],dffdd8fc-a142-4ddd-8ced-0192613f6901,2131,none,[],[],none,none,none,,,,,"{""errorCode"":50058,""failureReason"":""The application tried to perform a silent sign in and the user could not be silently signed in. The application needs to start an interactive flow giving users an option to sign in. Contact app owner.""}",,,AzureAD,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",Adele Vance,9b117c67-170e-4aed-9702-658b3fddc889,adelev@m365x816222.onmicrosoft.com,2ad3fc79-1859-42fa-9011-6f8df2251b22,Member,,,,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,SigninLogs,,
7c759f10-811c-4db8-ad6d-f07d8ae3f8ea,Azure AD,/tenants/2ad3fc79-1859-42fa-9011-6f8df2251b22/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,0,None,,0,0107d864-473e-4a12-aa71-ae9aaba9e17a,Microsoft.aadiam,Microsoft.aadiam,,Adele Vance,4,IL,,Office365 Shell WCSS-Client,89bee1f7-5e6e-4d8a-9f3d-ecd601259da7,"[
  {
    ""authenticationStepDateTime"": ""2021-04-28T14:29:18.632758+00:00"",
    ""authenticationMethod"": ""Previously satisfied"",
    ""succeeded"": true,
    ""authenticationStepResultDetail"": ""First factor requirement satisfied by claim in the token"",
    ""authenticationStepRequirement"": ""Primary authentication"",
    ""StatusSequence"": 0,
    ""RequestSequence"": 0
  }
]",,"[
  {
    ""key"": ""Login Hint Present"",
    ""value"": ""True""
  },
  {
    ""key"": ""IsCAEToken"",
    ""value"": ""False""
  }
]",singleFactorAuthentication,[],Browser,"[{""enforcedSessionControls"":[],""conditionsNotSatisfied"":0,""enforcedGrantControls"":[],""conditionsSatisfied"":0,""displayName"":""Exchange Online Requires Compliant Device"",""result"":""notEnabled"",""id"":""defb835a-eb9f-4346-a2ca-7a9184867bf1""}]",,notApplied,"4/28/2021, 2:29:18.632 PM","{""operatingSystem"":""Windows 10"",""deviceId"":"""",""browser"":""Edge 90.0.818""}",,TRUE,4b6c9341-1536-4a63-9d00-107410a4b301,175.45.176.99,,"{""countryOrRegion"":""IL"",""geoCoordinates"":{""longitude"":34.79964828491211,""latitude"":32.02956008911133},""state"":""Tel Aviv"",""city"":""Azor""}",,{},,[],4b6c9341-1536-4a63-9d00-107410a4b301,1521,none,[],[],none,none,none,,,,,"{""errorCode"":0}",,,AzureAD,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.49",Adele Vance,9b117c67-170e-4aed-9702-658b3fddc889,adelev@m365x816222.onmicrosoft.com,2ad3fc79-1859-42fa-9011-6f8df2251b22,Member,,,,2ad3fc79-1859-42fa-9011-6f8df2251b22,2ad3fc79-1859-42fa-9011-6f8df2251b22,SigninLogs,,
