"TimeGenerated","EventOriginalUid","EventOriginalType","EventMessage","OriginalOutcomeResult","EventOriginalResultDetails","OriginalSeverity","EventSeverity","EventResult","DvcAction","ActorUserId","OriginalUserId","ActorUserIdType","ActorDisplayName","ActorUsername","OriginalActorAlternateId","ActorUsernameType","ActorUserType","OriginalUserType","ActorDetailEntry","ActorSessionId","AuthenticationContextAuthenticationProvider","AuthenticationContextAuthenticationStep","AuthenticationContextCredentialProvider","LogonMethod","AuthenticationContextInterface","AuthenticationContextIssuerId","AuthenticationContextIssuerType","SrcIpAddr","SrcGeoCity","SrcGeoCountry","SrcGeoRegion","SrcGeoLatitude","SrcGeoLongtitude","SrcGeoPostalCode","SrcDeviceType","OriginalClientDevice","SrcDvcId","SrcDvcIdType","SrcDvcOs","HttpUserAgent","ActingAppName","ActingAppType","SrcIsp","SrcZone","DomainName","SecurityContextIsProxy","SecurityContextAsNumber","SecurityContextAsOrg","SecurityContextDomain","OriginalTarget","DebugData","Request","TransactionId","TransactionType","TransactionDetail","LegacyEventType","Version"
"10/02/2026 10:43:55","68f473ca-b6ed-4d59-9bd0-1af94a9f4195","user.session.start","User login to Okta","SUCCESS","","WARN","WARN","Success","Allowed","00umirage0000000001","00umirage0000000001","OktaId","Mirage","mirage@pkwork.onmicrosoft.com","mirage@pkwork.onmicrosoft.com","UPN","Member","User",,"25caf8ff-fa02-4e75-b938-27a7f919937c","OKTA","0","","PASSWORD","","","","198.51.100.42","Moscow","RU","Moscow","55.7558","37.6173","12243","Unknown","Unknown","","","macOS 14.2","Mozilla/5.0 (macOS 14.2) Safari/17.2","Safari","Browser","Cloudflare","","pkwork.onmicrosoft.com","True","54633","Phelps-Bryant","","{""id"":""807d9450-c742-490e-a5d1-95ee51514995"",""type"":""AppUser"",""alternateId"":""a943b10b-c535-44dc-bf31-c121fc612b80"",""displayName"":""Salesforce""}","{""requestUri"":""/api/v1/authn/factors""}",,"0deacae9-8b1e-49e8-8283-9048a9af400a","WEB",,"","0"
"10/02/2026 10:44:55","f055062d-9e53-46f5-817e-dea9bb8a69f9","user.account.privilege.grant","Grant user super admin role","SUCCESS","","WARN","WARN","Success","Allowed","00umirage0000000001","00umirage0000000001","OktaId","Mirage","mirage@pkwork.onmicrosoft.com","mirage@pkwork.onmicrosoft.com","UPN","Member","User",,"41855388-cc77-4687-abf3-709206c01bd8","","1","","","","","","198.51.100.42","Moscow","RU","Moscow","55.7558","37.6173","34013","Unknown","Unknown","","","macOS 14.2","Mozilla/5.0 (macOS 14.2) Edge/120.0","Edge","Browser","DigitalOcean","","pkwork.onmicrosoft.com","True","13942","Flynn-Salas","","{""id"":""80a3c74d-bad5-4577-9cac-801fa0fc2376"",""type"":""User"",""alternateId"":""mirage@pkwork.onmicrosoft.com"",""displayName"":""Mirage""}","{""requestUri"":""/api/v1/authn/factors""}",,"b1578d39-85b3-472e-ab0c-5608e63f8700","WEB",,"","0"
"10/02/2026 10:45:55","63ba8758-b7b3-4098-a438-b4cfec50097e","system.api_token.create","Create API token","SUCCESS","","INFO","INFO","Success","Allowed","00umirage0000000001","00umirage0000000001","OktaId","Mirage","mirage@pkwork.onmicrosoft.com","mirage@pkwork.onmicrosoft.com","UPN","Member","User",,"9fb23a46-152e-4640-b714-7028870bd233","","1","","","","","","198.51.100.42","Moscow","RU","Moscow","55.7558","37.6173","82668","Mobile","Mobile","","","Ubuntu 22.04","Mozilla/5.0 (Ubuntu 22.04) Chrome/120.0","Chrome","Browser","Cloudflare","","pkwork.onmicrosoft.com","False","34001","Sherman, Walton and Gordon","","{""id"":""00Txxwbaaxhjnvlak"",""type"":""Token"",""alternateId"":""Backdoor API Token"",""displayName"":""Backdoor API Token""}","{""requestUri"":""/api/v1/authn/factors""}",,"0fda0d03-e304-4ad4-842b-6717354b09b8","WEB",,"","0"
"10/02/2026 10:46:55","a7c1e3d4-82f6-4b19-9a5c-3e8d7f2b1c06","user.mfa.factor.deactivate","Deactivate SMS factor for user Priya Sharma","SUCCESS","","WARN","WARN","Success","Allowed","00umirage0000000001","00umirage0000000001","OktaId","Mirage","mirage@pkwork.onmicrosoft.com","mirage@pkwork.onmicrosoft.com","UPN","Member","User",,"41855388-cc77-4687-abf3-709206c01bd8","","1","","","","","","198.51.100.42","Moscow","RU","Moscow","55.7558","37.6173","34013","Unknown","Unknown","","","Ubuntu 22.04","Mozilla/5.0 (Ubuntu 22.04) Chrome/120.0","Chrome","Browser","DigitalOcean","","pkwork.onmicrosoft.com","True","13942","Flynn-Salas","","{""id"":""00upsharma00000006"",""type"":""User"",""alternateId"":""psharma@pkwork.onmicrosoft.com"",""displayName"":""Priya Sharma""}","{""requestUri"":""/api/v1/users/00upsharma00000006/factors/sms1abc""}",,"b1578d39-85b3-472e-ab0c-5608e63f8700","WEB",,"","0"
"10/02/2026 10:47:25","d9f2b5a8-63c7-4e01-bf4d-5a1c8e9d3f72","user.mfa.factor.reset_all","Reset all MFA factors for user CEO PKWork","SUCCESS","","WARN","WARN","Success","Allowed","00umirage0000000001","00umirage0000000001","OktaId","Mirage","mirage@pkwork.onmicrosoft.com","mirage@pkwork.onmicrosoft.com","UPN","Member","User",,"41855388-cc77-4687-abf3-709206c01bd8","","1","","","","","","198.51.100.42","Moscow","RU","Moscow","55.7558","37.6173","34013","Unknown","Unknown","","","Ubuntu 22.04","Mozilla/5.0 (Ubuntu 22.04) Chrome/120.0","Chrome","Browser","DigitalOcean","","pkwork.onmicrosoft.com","True","13942","Flynn-Salas","","{""id"":""00uceo00000000000002"",""type"":""User"",""alternateId"":""ceo@pkwork.onmicrosoft.com"",""displayName"":""CEO PKWork""}","{""requestUri"":""/api/v1/users/00uceo00000000000002/lifecycle/reset_factors""}",,"b1578d39-85b3-472e-ab0c-5608e63f8700","WEB",,"","0"
"10/02/2026 10:47:55","e4b8c1f6-a9d3-47e5-8c2a-6f0d9b3e5a18","user.mfa.factor.update","Enroll new TOTP factor for attacker-controlled device","SUCCESS","","WARN","WARN","Success","Allowed","00umirage0000000001","00umirage0000000001","OktaId","Mirage","mirage@pkwork.onmicrosoft.com","mirage@pkwork.onmicrosoft.com","UPN","Member","User",,"41855388-cc77-4687-abf3-709206c01bd8","","1","","","","","","198.51.100.42","Moscow","RU","Moscow","55.7558","37.6173","34013","Unknown","Unknown","","","Ubuntu 22.04","Mozilla/5.0 (Ubuntu 22.04) Chrome/120.0","Chrome","Browser","DigitalOcean","","pkwork.onmicrosoft.com","True","13942","Flynn-Salas","","{""id"":""00umirage0000000001"",""type"":""User"",""alternateId"":""mirage@pkwork.onmicrosoft.com"",""displayName"":""Mirage""}","{""requestUri"":""/api/v1/users/00umirage0000000001/factors""}",,"b1578d39-85b3-472e-ab0c-5608e63f8700","WEB",,"","0"
"10/02/2026 10:23:22","a3031033-651f-45b7-9026-986db77fd922","user.session.start","User login to Okta","SUCCESS","","INFO","INFO","Success","Allowed","00upsharma00000006","00upsharma00000006","OktaId","Priya Sharma","psharma@pkwork.onmicrosoft.com","psharma@pkwork.onmicrosoft.com","UPN","Member","User",,"e16ef936-d494-4336-ad4f-f8399f6903ad","LDAP","1","","OKTA_VERIFY_PUSH","","","","203.154.166.135","North Zachary","US","AS","-29.077544","177.011964","85291","Computer","Unknown","","","Windows 11","Mozilla/5.0 (Windows 11) Firefox/121.0","Firefox","Browser","OVH","","pkwork.onmicrosoft.com","True","37951","Knight PLC","","{""id"":""37df3386-1c5c-496b-be44-a8e66c82d6b6"",""type"":""User"",""alternateId"":""8457d118-5099-493b-b879-bf0466a33c19"",""displayName"":""Okta Dashboard""}","{""requestUri"":""/api/v1/authn/primary""}",,"0c6473ef-9bbe-472f-9f1e-b13edcd74012","WEB",,"","0"
"10/02/2026 10:25:22","bc01ad5b-f18d-411c-9087-b394daf0fdc5","user.authentication.auth_via_mfa","Authentication of user via MFA","SUCCESS","","INFO","INFO","Success","Allowed","00upsharma00000006","00upsharma00000006","OktaId","Priya Sharma","psharma@pkwork.onmicrosoft.com","psharma@pkwork.onmicrosoft.com","UPN","Member","User",,"e3da706a-4613-4298-8350-aa75aa9f479e","","0","","","","","","68.67.217.189","Gabriellaview","US","AS","-88.856814","-9.89072","24857","Mobile","Unknown","","","macOS 14.2","Mozilla/5.0 (macOS 14.2) Safari/17.2","Safari","Browser","DigitalOcean","","pkwork.onmicrosoft.com","False","10706","Arnold and Sons","","{""id"":""5bdabb42-302b-42f0-af1b-e20d8f9afc4e"",""type"":""User"",""alternateId"":""2a6a7056-f44c-4d20-8b80-697ffd7bfbb3"",""displayName"":""AWS Console""}","{""requestUri"":""/api/v1/authn/verify""}",,"353871c2-654e-4e29-be12-431d32647899","WEB",,"","0"
"10/02/2026 10:27:22","031ad30e-1167-4d8b-a307-21d241664884","user.authentication.auth_via_mfa","Authentication of user via MFA","SUCCESS","","INFO","INFO","Success","Allowed","00upsharma00000006","00upsharma00000006","OktaId","Priya Sharma","psharma@pkwork.onmicrosoft.com","psharma@pkwork.onmicrosoft.com","UPN","Member","User",,"de2015fd-80b5-490b-9c6d-2b291c4c59a3","","1","","","","","","206.89.254.84","Lake Tamaramouth","US","WA","19.4221415","-39.213103","24620","Computer","Mobile","","","macOS 14.2","Mozilla/5.0 (macOS 14.2) Safari/17.2","Safari","Browser","Akamai","","pkwork.onmicrosoft.com","False","22252","Johnson, Williams and Thomas","","{""id"":""20b98fb2-fded-4fd5-ab1c-d0453feec514"",""type"":""AppUser"",""alternateId"":""a35c4cea-7b24-48e3-9cb7-d067bcb9b6bf"",""displayName"":""AWS Console""}","{""requestUri"":""/api/v1/authn/factors""}",,"0d408b8d-e49a-43cb-b477-f5189f3e9ba9","WEB",,"","0"
"10/02/2026 10:29:22","92133951-d1c6-4331-8ca0-95f99ea2646e","app.oauth2.token.grant","OAuth2 token granted to application","SUCCESS","","INFO","INFO","Success","Allowed","00upsharma00000006","00upsharma00000006","OktaId","Priya Sharma","psharma@pkwork.onmicrosoft.com","psharma@pkwork.onmicrosoft.com","UPN","Member","User",,"00a73d21-ea4f-464c-af67-bff4c454b88b","","0","","","","","","107.188.193.30","South Carlos","US","FM","-57.1539345","34.163357","95432","Unknown","Mobile","","","Ubuntu 22.04","Mozilla/5.0 (Ubuntu 22.04) Safari/17.2","Safari","Browser","DigitalOcean","","pkwork.onmicrosoft.com","False","3417","Schmidt, Kline and Stewart","","{""id"":""b19b40c4-9e64-483f-a4ef-0eb957d70ec4"",""type"":""AppInstance"",""alternateId"":""78e813f4-290d-4fc4-887b-7fa92319a57f"",""displayName"":""Salesforce""}","{""requestUri"":""/api/v1/authn/primary""}",,"f636fad0-7f38-4714-9754-2dd9d4395d60","WEB",,"","0"
