"TimeGenerated [UTC]","severity_name","risk_posture_name","account_id","team_id","team_name",location,"device_owner_id","device_owner_email","device_owner_first_name","device_owner_middle_name","device_owner_last_name","device_time [UTC]","device_info_tag1","device_info_tag2","detection_app","device_operator","zdevice_id","detection_app_version","detection_app_instance_id","device_os","device_jailbroken","device_os_version","device_model","device_id","device_type","mdm_device_id","mdm_alt_ids","threat_name","threat_category","threat_uuid","threat_display_name","threat_vector","mitre_tactics","child_threat_uuids","triggered_actions","threat_status","device_ip","gateway_mac","gateway_ip","base_station","attacker_ip","attacker_mac","attacker_ssid","attacker_bssid",network,"network_bssid","external_network","external_ip","network_interface","network_encryption","subnet_mask",certificate,"stagefright_vulnerability_report","jailbreak_reasons",process,"sideloaded_app_package","sideloaded_app_name","sideloaded_app_developer",event,"file_name","file_path","file_hash","suspected_url",module,"profile_category","profile_description","profile_identifier","profile_name","profile_type","profile_risk","malware_list","package_name","action_triggered","installer_source","malware_family","vulnerable_os_version","expected_os_version","vulnerable_security_patch","expected_security_patch","device_manufacturer","build_information","detected_url","ip_of_detected_url","device_mac","android_enterprise_management_state","android_enterprise_access_network_states","additional_properties",TenantId,Type,"_ResourceId"
"4/14/2026, 7:30:49.493 PM",ELEVATED,,"b7afdc8e-5b5e-4a4c-b446-ae3ac71ac3dc","74e8e3a9-7b39-47b1-b7ad-3bb97777297d",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-de0a9144-e270-4714-8333-16b95b71a711@test.com",,,,,,,MTD,,"69d01a8c-3cdc-4f82-ac51-04883ef38424","5.4.11","dc6ca26d-0203-5cb6-87c3-9c5d0bc302f9",android,false,10,"SM-M307F","23734632-8adf-4baa-a2d4-89f7ea35acdb",,,,"USB_DEBUGGING_ON",SINGULAR,"6d5b8f9f-8c50-4fc2-bc75-288c9296640a","USB Debugging Mode",Device,"[""Initial Access"",""Impact""]","[]","[]",Pending,"46.198.153.89",,,,,,,,WifiName,"b7:db:b6:96:f0:91",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 9:56:55.857 PM",LOW,,"bff70da0-bf83-4dd3-bd12-0fcbbf9d266c","e4c6b9ee-066f-4e7c-bddc-184b61037ca3",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-bcc67cc0-4418-4212-9e20-240e5b2b1ebc@test.com",,,,,,,MTD,,"da0095ee-ed39-4ffe-9a39-a0464b933d14","5.4.11","07285293-7b1b-5091-b625-11b78effaf47",android,false,10,"SM-M307F","e80b9763-41d3-460e-9104-8d367c736792",,,,"DEVELOPER_OPTIONS_ON",SINGULAR,"a94f026a-650c-437e-b35f-1599bc63d54d","Developer Options",Device,"[""Impact""]","[]","[]",Pending,"152.122.235.98",,,,,,,,WifiName,"7e:24:bc:18:13:98",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 9:57:10.097 PM",NORMAL,,"bff70da0-bf83-4dd3-bd12-0fcbbf9d266c","e4c6b9ee-066f-4e7c-bddc-184b61037ca3",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-bcc67cc0-4418-4212-9e20-240e5b2b1ebc@test.com",,,,,,,MTD,,"da0095ee-ed39-4ffe-9a39-a0464b933d14","5.4.11","07285293-7b1b-5091-b625-11b78effaf47",android,false,10,"SM-M307F","e80b9763-41d3-460e-9104-8d367c736792",,,,"CAPTIVE_PORTAL",SINGULAR,"437302dc-91c0-4c8e-9932-d8be5a137e99","Captive Portal",Network,"[""Initial Access"",""Network Effects""]","[]","[]",Pending,"152.122.235.98",,,,,,,,WifiName,"7e:24:bc:18:13:98",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:09:01.495 PM",ELEVATED,,"6dae48a3-3fb3-47d5-a3e4-19e161752f13","633865a2-ca67-47ed-b678-fcc182bc1959",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-37f20c63-e6a2-4312-aaf0-dce51c092f7a@test.com",,,,,,,MTD,,"2abc3237-529a-4745-b4f5-a862621156f2","5.5.3","666bf2d7-13bd-53de-9d61-94f9829c03c5",ios,false,"17.5.1","iPhone14,6","0688ba95-9c29-48e2-ab60-7e2ca89fff40",,,,"PASSCODE_NOT_ENABLED",SINGULAR,"094ba6cf-56ad-4482-9148-7714f903cca6","Device Pin",Device,"[""Impact""]","[]","[]",Pending,"188.23.94.8",,,,,,,,WifiName,"c1:77:03:e5:f4:cb",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:10:00.986 PM",LOW,,"a81f2d39-3da9-47f7-b5fc-a0d995ae75bd","231abd94-1677-4de2-90f6-2bc923ec17e1",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-2f4dfaf9-7498-4a9d-abea-f1cf2a9a4194@test.com",,,,,,,MTD,,"5fe04e6a-6f15-472e-9810-eff84f3c9159","5.4.11","91b47bbf-6ce0-5f2a-92f5-19213422fc7d",android,false,10,"SM-M307F","a37b677e-b658-427e-85fe-d69cc4d44a89",,,,"UNSECURED_WIFI_NETWORK",SINGULAR,"60d90cf9-1f45-4237-94cc-2f736d03e83d","Unsecured WiFi Network",Network,"[""Initial Access"",""Network Effects"",""Collection"",""Exfiltration""]","[]","[]",Pending,"45.168.7.158",,,,,,,,WifiName,"67:d7:46:bc:78:35",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:10:15.123 PM",CRITICAL,,"a81f2d39-3da9-47f7-b5fc-a0d995ae75bd","231abd94-1677-4de2-90f6-2bc923ec17e1",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-2f4dfaf9-7498-4a9d-abea-f1cf2a9a4194@test.com",,,,,,,MTD,,"5fe04e6a-6f15-472e-9810-eff84f3c9159","5.4.11","91b47bbf-6ce0-5f2a-92f5-19213422fc7d",android,false,10,"SM-M307F","a37b677e-b658-427e-85fe-d69cc4d44a89",,,,"APP_TAMPERING",SINGULAR,"e00affc1-540a-43e5-8a73-5be4d6597192","App Tampering",Device,"[""Persistence"",""Defense Evasion"",""Privilege Escalation"",""Execution""]","[]","[]",Pending,"45.168.7.158",,,,,,,,WifiName,"67:d7:46:bc:78:35",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:14:12.119 PM",LOW,,"10f89733-6dbe-4eb6-9aa7-d6db7bdfc8a2","5c0c4113-6154-4cdc-943e-56710c1255b4",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-2f68cbda-a07b-44e5-b5f1-e58a8fbf1d15@test.com",,,,,,,MTD,,"8420f478-0927-40d4-806d-ea0f111ccb39","5.4.11","0a04adc2-77f2-5448-a48c-7d5ab9b39df4",android,false,10,"SM-M307F","f37477a0-88fc-4ef2-9a12-a35574b5dba0",,,,"UNSECURED_WIFI_NETWORK",SINGULAR,"62d40812-3694-487c-a886-b799c5fcd968","Unsecured WiFi Network",Network,"[""Initial Access"",""Network Effects"",""Collection"",""Exfiltration""]","[]","[]",Pending,"213.93.226.31",,,,,,,,WifiName,"59:48:a4:72:b8:27",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:14:22.142 PM",LOW,,"10f89733-6dbe-4eb6-9aa7-d6db7bdfc8a2","5c0c4113-6154-4cdc-943e-56710c1255b4",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-2f68cbda-a07b-44e5-b5f1-e58a8fbf1d15@test.com",,,,,,,MTD,,"8420f478-0927-40d4-806d-ea0f111ccb39","5.4.11","0a04adc2-77f2-5448-a48c-7d5ab9b39df4",android,false,10,"SM-M307F","f37477a0-88fc-4ef2-9a12-a35574b5dba0",,,,"DEVELOPER_OPTIONS_ON",SINGULAR,"b9286c3b-1542-4dc5-84c0-f1a3641cd34f","Developer Options",Device,"[""Impact""]","[]","[]",Pending,"213.93.226.31",,,,,,,,WifiName,"59:48:a4:72:b8:27",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:14:24.339 PM",CRITICAL,,"10f89733-6dbe-4eb6-9aa7-d6db7bdfc8a2","5c0c4113-6154-4cdc-943e-56710c1255b4",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-2f68cbda-a07b-44e5-b5f1-e58a8fbf1d15@test.com",,,,,,,MTD,,"8420f478-0927-40d4-806d-ea0f111ccb39","5.4.11","0a04adc2-77f2-5448-a48c-7d5ab9b39df4",android,false,10,"SM-M307F","f37477a0-88fc-4ef2-9a12-a35574b5dba0",,,,"DEVICE_COMPROMISED_VIA_PHISHING_ATTACK",COMPOSITE,"d84fa790-4488-4538-beab-39e8d4a974f2","Device Compromised via Phishing Attack",Network,"[""Initial Access"",""Credential Access"",""Network Effects"",""Persistence"",""Impact"",""Privilege Escalation"",""Execution""]","[""5e0eea0e-6d36-f7a3-5c43-1cbb85da3062"",""a92cbceb-d39f-95fa-e8cd-9beb1364bec0""]","[]",Pending,"213.93.226.31",,,,,,,,WifiName,"59:48:a4:72:b8:27",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
"4/14/2026, 10:14:26.260 PM",CRITICAL,,"10f89733-6dbe-4eb6-9aa7-d6db7bdfc8a2","5c0c4113-6154-4cdc-943e-56710c1255b4",Default,"{""gps_latitude"":null,""gps_longitude"":null,""location_accuracy"":null}",,"test-2f68cbda-a07b-44e5-b5f1-e58a8fbf1d15@test.com",,,,,,,MTD,,"8420f478-0927-40d4-806d-ea0f111ccb39","5.4.11","0a04adc2-77f2-5448-a48c-7d5ab9b39df4",android,false,10,"SM-M307F","f37477a0-88fc-4ef2-9a12-a35574b5dba0",,,,"APP_TAMPERING",SINGULAR,"870e159d-742c-41d5-8201-213ae4f54107","App Tampering",Device,"[""Persistence"",""Defense Evasion"",""Privilege Escalation"",""Execution""]","[]","[]",Pending,"213.93.226.31",,,,,,,,WifiName,"59:48:a4:72:b8:27",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silent Alert",,,,,,,,,null,,,"{""ownership"":""PERSONALLY_OWNED"",""managementMode"":""PROFILE_OWNER"",""managementAppPackageName"":""com.zimperium.mtd"",""workProfileState"":""WORK_PROFILE_PRESENT""}","[{""networkTransport"":""[\""WIFI\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""},{""networkTransport"":""[\""WIFI\"", \""VPN\""]"",""wifiSecurityLevel"":""WIFI_SECURITY_UNSPECIFIED"",""privateDnsState"":""INACTIVE""}]","{""key1"":""value1"",""key2"":""value2""}","66f480f8-6176-422e-90d6-eb68b467f484","ZimperiumThreatLogV2_CL",
